"frame","seconds","leftfemurX","leftfemurY","leftfemurZ","rightfemurX","rightfemurY","rightfemurZ","waistX","waistY","waistZ","upperspineX","upperspineY","upperspineZ","rightshoulderX","rightshoulderY","rightshoulderZ","rightelbowX","rightelbowY","rightelbowZ","rightwristX","rightwristY","rightwristZ","leftshoulderX","leftshoulderY","leftshoulderZ","leftelbowX","leftelbowY","leftelbowZ","leftwristX","leftwristY","leftwristZ","neckX","neckY","neckZ","headbaseX","headbaseY","headbaseZ","sphnosetipX","sphnosetipY","sphnosetipZ","sphheadtopX","sphheadtopY","sphheadtopZ"
71,2.367,-12.77,-0.14,113.91,12.77,-0.14,113.92,-0.01,0.02,130.96,-0.05,0.13,149.37,18.16,2.36,166.58,22.87,12.66,137.13,7.51,25.28,160.00,-18.58,0.23,165.90,-22.35,-5.48,135.09,-10.19,21.56,128.83,-0.23,0.36,171.80,-0.34,0.49,177.70,-0.90,18.19,187.65,-1.06,7.37,209.50
72,2.400,-12.77,-0.14,113.91,12.77,-0.14,113.92,-0.00,0.03,130.96,-0.03,0.18,149.37,18.21,2.37,166.53,22.83,16.43,138.66,8.02,26.67,163.03,-18.54,0.35,165.93,-22.36,-5.46,135.15,-10.19,21.54,128.77,-0.17,0.50,171.79,-0.28,0.65,177.70,-0.86,18.39,187.57,-0.97,7.66,209.47
73,2.433,-12.77,-0.14,113.91,12.77,-0.13,113.91,0.00,0.04,130.96,-0.01,0.24,149.37,18.27,2.38,166.47,23.09,20.16,140.85,8.83,27.76,166.48,-18.49,0.48,165.96,-22.36,-5.45,135.21,-10.18,21.52,128.71,-0.11,0.64,171.79,-0.20,0.81,177.70,-0.82,18.59,187.49,-0.86,7.96,209.44
74,2.467,-12.77,-0.14,113.92,12.77,-0.13,113.91,0.00,0.05,130.96,0.01,0.29,149.37,18.33,2.38,166.41,23.70,23.56,143.64,9.92,28.39,170.18,-18.43,0.62,165.99,-22.37,-5.43,135.27,-10.18,21.50,128.64,-0.05,0.78,171.79,-0.13,0.98,177.69,-0.78,18.80,187.41,-0.75,8.28,209.40
75,2.500,-12.77,-0.14,113.92,12.77,-0.13,113.91,0.01,0.06,130.96,0.03,0.35,149.37,18.39,2.39,166.35,24.65,26.38,146.82,11.24,28.50,173.91,-18.38,0.76,166.03,-22.38,-5.41,135.34,-10.18,21.48,128.57,0.02,0.93,171.79,-0.05,1.16,177.69,-0.73,19.02,187.32,-0.63,8.59,209.36
76,2.533,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.07,130.96,0.04,0.41,149.37,18.43,2.41,166.30,25.83,28.50,150.17,12.68,28.10,177.46,-18.35,0.89,166.05,-22.40,-5.40,135.39,-10.18,21.46,128.50,0.06,1.08,171.78,-0.01,1.33,177.68,-0.72,19.23,187.24,-0.56,8.91,209.33
77,2.567,-12.77,-0.14,113.92,12.77,-0.13,113.91,0.01,0.08,130.96,0.07,0.45,149.37,18.49,2.41,166.25,27.17,29.88,153.37,14.18,27.27,180.62,-18.29,1.01,166.08,-22.40,-5.38,135.45,-10.18,21.44,128.45,0.12,1.20,171.78,0.07,1.47,177.68,-0.67,19.41,187.17,-0.44,9.17,209.29
78,2.600,-12.77,-0.14,113.92,12.77,-0.13,113.90,0.02,0.08,130.96,0.08,0.49,149.37,18.53,2.42,166.21,28.48,30.64,156.19,15.56,26.21,183.23,-18.25,1.11,166.10,-22.41,-5.37,135.50,-10.17,21.43,128.40,0.18,1.31,171.78,0.13,1.60,177.68,-0.63,19.57,187.10,-0.35,9.41,209.26
79,2.633,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.09,130.96,0.10,0.52,149.37,18.57,2.42,166.17,29.59,30.95,158.40,16.69,25.15,185.20,-18.22,1.19,166.12,-22.42,-5.36,135.54,-10.17,21.41,128.36,0.21,1.39,171.78,0.18,1.70,177.67,-0.60,19.69,187.05,-0.28,9.59,209.24
80,2.667,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.09,130.96,0.11,0.54,149.37,18.59,2.42,166.15,30.36,31.02,159.85,17.45,24.35,186.44,-18.20,1.25,166.14,-22.42,-5.35,135.57,-10.17,21.40,128.34,0.24,1.45,171.77,0.21,1.76,177.67,-0.59,19.77,187.02,-0.23,9.71,209.22
81,2.700,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.09,130.96,0.11,0.55,149.37,18.60,2.42,166.14,30.67,31.01,160.40,17.74,24.02,186.90,-18.19,1.27,166.14,-22.43,-5.34,135.58,-10.17,21.40,128.33,0.25,1.47,171.77,0.22,1.79,177.67,-0.58,19.80,187.01,-0.21,9.75,209.22
82,2.733,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.09,130.96,0.11,0.56,149.37,18.60,2.43,166.14,30.70,30.94,160.10,17.76,24.36,186.70,-18.19,1.27,166.14,-22.43,-5.34,135.58,-10.17,21.40,128.33,0.25,1.47,171.77,0.22,1.79,177.67,-0.58,19.80,187.01,-0.22,9.75,209.22
83,2.767,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.09,130.96,0.11,0.55,149.37,18.60,2.43,166.14,30.80,30.69,159.22,17.82,25.37,186.07,-18.18,1.27,166.15,-22.44,-5.34,135.58,-10.17,21.40,128.34,0.25,1.47,171.77,0.22,1.78,177.67,-0.57,19.79,187.02,-0.22,9.72,209.22
84,2.800,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.10,130.96,0.11,0.57,149.37,18.60,2.46,166.14,30.97,30.29,157.87,17.93,26.96,185.01,-18.18,1.29,166.15,-22.44,-5.35,135.59,-10.18,21.40,128.32,0.25,1.50,171.77,0.22,1.82,177.67,-0.59,19.83,187.01,-0.23,9.77,209.22
85,2.833,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.10,130.96,0.10,0.59,149.37,18.59,2.52,166.14,31.15,29.73,156.23,18.06,28.88,183.55,-18.20,1.31,166.14,-22.44,-5.37,135.59,-10.21,21.37,128.30,0.24,1.54,171.77,0.21,1.87,177.67,-0.65,19.89,186.98,-0.28,9.86,209.21
86,2.867,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.10,130.96,0.10,0.59,149.37,18.59,2.54,166.14,31.36,28.98,154.57,18.26,30.71,181.84,-18.20,1.30,166.14,-22.45,-5.39,135.60,-10.22,21.36,128.29,0.24,1.55,171.77,0.21,1.88,177.67,-0.67,19.90,186.99,-0.30,9.86,209.21
87,2.900,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.10,130.96,0.10,0.59,149.37,18.60,2.53,166.14,31.56,28.16,153.09,18.47,32.19,180.11,-18.19,1.30,166.15,-22.45,-5.37,135.60,-10.22,21.37,128.30,0.25,1.54,171.77,0.21,1.86,177.67,-0.67,19.85,187.04,-0.32,9.76,209.23
88,2.933,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.09,130.96,0.10,0.56,149.37,18.60,2.45,166.15,31.73,27.38,151.94,18.66,33.09,178.67,-18.19,1.28,166.15,-22.47,-5.34,135.60,-10.19,21.39,128.33,0.25,1.48,171.77,0.21,1.78,177.67,-0.64,19.72,187.15,-0.36,9.49,209.28
89,2.967,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.09,130.96,0.11,0.54,149.37,18.61,2.36,166.15,31.85,26.55,150.82,18.80,33.71,177.21,-18.19,1.26,166.16,-22.49,-5.30,135.59,-10.15,21.42,128.37,0.25,1.42,171.77,0.21,1.69,177.67,-0.59,19.57,187.27,-0.39,9.20,209.33
90,3.000,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.09,130.96,0.11,0.51,149.37,18.61,2.25,166.16,31.89,25.70,149.74,18.86,34.02,175.80,-18.19,1.24,166.16,-22.51,-5.24,135.58,-10.10,21.46,128.42,0.25,1.34,171.78,0.20,1.58,177.68,-0.53,19.38,187.41,-0.42,8.83,209.39
91,3.033,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.08,130.96,0.11,0.47,149.37,18.62,2.10,166.17,31.92,24.86,148.82,18.89,34.02,174.59,-18.19,1.21,166.16,-22.53,-5.16,135.57,-10.04,21.51,128.49,0.26,1.23,171.78,0.20,1.43,177.68,-0.45,19.14,187.60,-0.47,8.36,209.47
92,3.067,-12.77,-0.15,113.93,12.77,-0.13,113.90,0.02,0.07,130.96,0.11,0.42,149.37,18.63,1.92,166.17,31.98,24.04,148.06,18.96,33.78,173.63,-18.18,1.18,166.17,-22.57,-5.07,135.55,-9.95,21.58,128.56,0.26,1.11,171.78,0.20,1.26,177.69,-0.35,18.85,187.82,-0.51,7.81,209.55
93,3.100,-12.77,-0.15,113.93,12.77,-0.13,113.90,0.02,0.06,130.96,0.11,0.36,149.37,18.63,1.71,166.18,32.11,23.28,147.51,19.07,33.36,172.93,-18.18,1.13,166.18,-22.60,-4.98,135.53,-9.87,21.64,128.65,0.26,0.95,171.79,0.19,1.05,177.69,-0.26,18.51,188.06,-0.58,7.17,209.64
94,3.133,-12.77,-0.15,113.93,12.77,-0.13,113.90,0.02,0.06,130.96,0.11,0.32,149.37,18.64,1.55,166.19,32.45,22.97,147.58,19.39,32.55,173.19,-18.17,1.11,166.19,-22.63,-4.88,135.52,-9.79,21.71,128.73,0.27,0.84,171.79,0.19,0.90,177.69,-0.15,18.22,188.28,-0.63,6.61,209.72
95,3.167,-12.77,-0.15,113.93,12.77,-0.13,113.90,0.02,0.04,130.96,0.11,0.26,149.37,18.65,1.34,166.20,32.92,22.93,148.13,19.81,31.28,174.14,-18.17,1.05,166.19,-22.66,-4.79,135.51,-9.71,21.78,128.82,0.28,0.68,171.79,0.19,0.69,177.70,-0.06,17.87,188.51,-0.69,5.99,209.79
96,3.200,-12.77,-0.15,113.93,12.77,-0.13,113.90,0.02,0.04,130.96,0.11,0.22,149.37,18.66,1.19,166.20,33.41,22.97,148.77,20.21,29.91,175.15,-18.16,1.02,166.20,-22.68,-4.71,135.50,-9.64,21.82,128.89,0.28,0.57,171.79,0.19,0.54,177.70,0.01,17.61,188.69,-0.74,5.52,209.84
97,3.233,-12.77,-0.15,113.93,12.77,-0.13,113.90,0.02,0.03,130.96,0.11,0.18,149.37,18.66,1.07,166.20,33.90,23.06,149.47,20.56,28.48,176.13,-18.16,1.00,166.21,-22.71,-4.65,135.49,-9.60,21.87,128.94,0.29,0.49,171.79,0.18,0.42,177.70,0.07,17.40,188.83,-0.79,5.13,209.88
98,3.267,-12.77,-0.15,113.93,12.77,-0.13,113.90,0.02,0.03,130.96,0.11,0.16,149.37,18.67,0.97,166.21,34.37,23.16,150.17,20.87,27.03,177.02,-18.15,0.97,166.21,-22.73,-4.61,135.49,-9.56,21.89,128.98,0.29,0.42,171.79,0.18,0.33,177.70,0.12,17.24,188.94,-0.81,4.84,209.91
99,3.300,-12.77,-0.15,113.93,12.77,-0.13,113.90,0.02,0.03,130.96,0.11,0.14,149.37,18.67,0.92,166.21,34.75,23.26,150.78,21.08,25.80,177.69,-18.16,0.96,166.22,-22.74,-4.58,135.49,-9.54,21.91,129.01,0.29,0.38,171.80,0.18,0.27,177.70,0.15,17.15,189.00,-0.83,4.67,209.93
100,3.333,-12.77,-0.15,113.93,12.77,-0.13,113.90,0.02,0.02,130.96,0.11,0.14,149.37,18.67,0.91,166.21,34.99,23.31,151.12,21.19,25.06,178.04,-18.15,0.96,166.22,-22.76,-4.57,135.49,-9.55,21.91,129.01,0.29,0.37,171.80,0.19,0.26,177.70,0.16,17.13,189.01,-0.82,4.63,209.93
101,3.367,-12.77,-0.15,113.93,12.77,-0.13,113.90,0.02,0.02,130.96,0.11,0.14,149.37,18.68,0.91,166.21,35.10,23.34,151.28,21.24,24.70,178.19,-18.15,0.96,166.23,-22.77,-4.57,135.50,-9.55,21.91,129.02,0.30,0.37,171.80,0.19,0.26,177.70,0.17,17.13,189.01,-0.80,4.64,209.93
102,3.400,-12.77,-0.15,113.92,12.77,-0.13,113.90,0.01,0.03,130.96,0.11,0.14,149.37,18.67,0.91,166.21,35.10,23.35,151.29,21.22,24.69,178.19,-18.16,0.96,166.23,-22.79,-4.57,135.51,-9.56,21.91,129.02,0.29,0.37,171.80,0.19,0.27,177.70,0.16,17.14,189.00,-0.79,4.66,209.93
103,3.433,-12.77,-0.15,113.92,12.77,-0.13,113.90,0.01,0.03,130.96,0.11,0.14,149.37,18.68,0.91,166.22,35.05,23.33,151.22,21.19,24.87,178.12,-18.15,0.97,166.23,-22.80,-4.56,135.51,-9.57,21.91,129.02,0.30,0.37,171.80,0.20,0.27,177.70,0.17,17.15,188.99,-0.76,4.69,209.92
104,3.467,-12.77,-0.15,113.92,12.77,-0.13,113.90,0.01,0.03,130.96,0.11,0.14,149.37,18.68,0.91,166.22,34.99,23.32,151.12,21.15,25.10,178.02,-18.15,0.97,166.24,-22.81,-4.56,135.52,-9.58,21.91,129.03,0.30,0.37,171.80,0.20,0.27,177.70,0.17,17.16,188.97,-0.74,4.72,209.92
105,3.500,-12.77,-0.15,113.92,12.77,-0.13,113.90,0.01,0.03,130.96,0.11,0.14,149.37,18.68,0.91,166.22,34.94,23.30,151.05,21.12,25.27,177.94,-18.15,0.97,166.25,-22.83,-4.56,135.53,-9.59,21.91,129.03,0.30,0.37,171.80,0.21,0.27,177.70,0.18,17.17,188.95,-0.70,4.76,209.92
106,3.533,-12.77,-0.15,113.92,12.77,-0.13,113.90,0.01,0.03,130.96,0.11,0.14,149.37,18.69,0.91,166.22,34.92,23.30,151.02,21.10,25.36,177.90,-18.15,0.97,166.25,-22.84,-4.55,135.54,-9.60,21.91,129.03,0.30,0.37,171.80,0.22,0.27,177.70,0.18,17.19,188.93,-0.67,4.79,209.91
107,3.567,-12.77,-0.15,113.92,12.77,-0.13,113.90,0.01,0.03,130.96,0.11,0.14,149.37,18.69,0.91,166.22,34.92,23.30,151.01,21.09,25.38,177.89,-18.15,0.97,166.26,-22.86,-4.55,135.55,-9.61,21.91,129.04,0.31,0.36,171.80,0.23,0.27,177.70,0.19,17.20,188.92,-0.64,4.83,209.91
108,3.600,-12.77,-0.15,113.92,12.77,-0.13,113.90,0.01,0.03,130.96,0.12,0.14,149.37,18.70,0.90,166.22,34.93,23.30,151.02,21.09,25.38,177.89,-18.14,0.98,166.26,-22.87,-4.54,135.56,-9.62,21.91,129.04,0.32,0.36,171.80,0.24,0.27,177.70,0.20,17.21,188.90,-0.61,4.85,209.91
109,3.633,-12.77,-0.15,113.92,12.77,-0.13,113.90,0.01,0.03,130.96,0.12,0.14,149.37,18.70,0.90,166.22,34.94,23.30,151.04,21.09,25.36,177.91,-18.14,0.98,166.27,-22.89,-4.54,135.56,-9.63,21.91,129.05,0.32,0.36,171.80,0.24,0.27,177.70,0.20,17.22,188.89,-0.58,4.87,209.90
110,3.667,-12.77,-0.15,113.92,12.77,-0.13,113.90,0.01,0.03,130.96,0.12,0.14,149.37,18.71,0.91,166.22,34.96,23.31,151.06,21.09,25.34,177.92,-18.14,0.97,166.28,-22.90,-4.54,135.57,-9.64,21.91,129.05,0.33,0.36,171.79,0.25,0.27,177.70,0.21,17.22,188.89,-0.56,4.87,209.90
111,3.700,-12.77,-0.15,113.92,12.77,-0.13,113.90,0.01,0.03,130.96,0.12,0.14,149.37,18.71,0.90,166.22,34.98,23.31,151.09,21.09,25.31,177.94,-18.14,0.98,166.28,-22.92,-4.54,135.58,-9.65,21.91,129.05,0.33,0.36,171.79,0.25,0.27,177.70,0.23,17.21,188.90,-0.55,4.85,209.91
112,3.733,-12.77,-0.15,113.92,12.77,-0.13,113.90,0.01,0.03,130.96,0.12,0.14,149.37,18.72,0.90,166.22,35.00,23.30,151.09,21.10,25.30,177.94,-18.13,0.98,166.29,-22.94,-4.53,135.59,-9.66,21.91,129.06,0.33,0.36,171.79,0.26,0.27,177.70,0.26,17.19,188.92,-0.54,4.80,209.91
113,3.767,-12.77,-0.15,113.92,12.77,-0.13,113.90,0.01,0.03,130.96,0.12,0.14,149.37,18.72,0.90,166.23,34.99,23.30,151.09,21.08,25.32,177.93,-18.13,0.98,166.30,-22.96,-4.53,135.60,-9.67,21.91,129.06,0.34,0.36,171.79,0.26,0.26,177.70,0.28,17.15,188.97,-0.56,4.71,209.92
114,3.800,-12.77,-0.15,113.92,12.77,-0.13,113.90,0.01,0.03,130.96,0.12,0.14,149.37,18.72,0.89,166.23,34.96,23.29,151.05,21.05,25.38,177.88,-18.13,0.99,166.30,-22.97,-4.52,135.61,-9.68,21.91,129.06,0.34,0.36,171.79,0.26,0.25,177.70,0.31,17.11,189.01,-0.58,4.62,209.93
115,3.833,-12.77,-0.15,113.92,12.77,-0.13,113.90,0.01,0.03,130.96,0.12,0.14,149.37,18.73,0.88,166.23,34.80,23.25,150.82,20.90,25.70,177.63,-18.13,0.99,166.31,-22.99,-4.51,135.62,-9.69,21.91,129.07,0.34,0.35,171.79,0.28,0.27,177.70,0.27,17.22,188.88,-0.46,4.88,209.90
116,3.867,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.02,130.96,0.11,0.13,149.37,18.72,0.86,166.24,34.40,23.11,150.29,20.58,26.40,177.04,-18.14,0.99,166.31,-23.01,-4.50,135.61,-9.69,21.92,129.07,0.33,0.34,171.80,0.27,0.27,177.70,0.22,17.29,188.78,-0.40,5.08,209.88
117,3.900,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.02,130.96,0.11,0.13,149.37,18.71,0.84,166.25,33.82,22.88,149.47,20.08,27.43,176.09,-18.15,0.99,166.30,-23.02,-4.48,135.61,-9.68,21.93,129.08,0.32,0.33,171.80,0.27,0.28,177.70,0.18,17.35,188.69,-0.34,5.25,209.85
118,3.933,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.02,130.96,0.10,0.12,149.37,18.70,0.80,166.27,33.08,22.48,148.41,19.43,28.68,174.74,-18.17,1.00,166.30,-23.05,-4.46,135.60,-9.67,21.94,129.08,0.30,0.32,171.80,0.25,0.27,177.70,0.14,17.39,188.63,-0.31,5.37,209.84
119,3.967,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.02,130.96,0.10,0.12,149.37,18.68,0.76,166.29,32.19,21.88,147.12,18.61,30.09,172.93,-18.19,1.00,166.29,-23.06,-4.44,135.59,-9.67,21.94,129.09,0.28,0.30,171.80,0.24,0.27,177.70,0.11,17.42,188.57,-0.29,5.47,209.82
120,4.000,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.00,0.02,130.96,0.08,0.11,149.37,18.65,0.72,166.31,31.19,21.02,145.66,17.64,31.50,170.65,-18.22,1.00,166.28,-23.09,-4.41,135.58,-9.65,21.96,129.09,0.24,0.28,171.80,0.20,0.25,177.70,0.05,17.43,188.53,-0.31,5.53,209.81
121,4.033,-12.77,-0.15,113.91,12.77,-0.13,113.91,0.00,0.02,130.96,0.07,0.10,149.37,18.63,0.66,166.34,30.14,19.85,144.08,16.56,32.80,167.87,-18.25,1.01,166.27,-23.11,-4.39,135.56,-9.64,21.97,129.10,0.21,0.26,171.80,0.17,0.23,177.70,0.01,17.44,188.49,-0.33,5.58,209.80
122,4.067,-12.77,-0.15,113.91,12.77,-0.13,113.91,-0.00,0.02,130.96,0.05,0.09,149.37,18.60,0.61,166.36,29.06,18.36,142.45,15.38,33.86,164.60,-18.28,1.00,166.25,-23.13,-4.37,135.54,-9.63,21.98,129.11,0.17,0.24,171.80,0.13,0.21,177.70,-0.05,17.43,188.46,-0.36,5.62,209.79
123,4.100,-12.77,-0.15,113.91,12.77,-0.13,113.92,-0.00,0.02,130.96,0.04,0.08,149.37,18.58,0.54,166.38,28.01,16.49,140.84,14.20,34.53,160.88,-18.30,1.01,166.25,-23.16,-4.33,135.53,-9.60,22.00,129.11,0.15,0.21,171.80,0.10,0.19,177.70,-0.06,17.43,188.43,-0.36,5.66,209.78
124,4.133,-12.77,-0.15,113.91,12.77,-0.13,113.92,-0.01,0.02,130.96,0.03,0.07,149.37,18.55,0.49,166.41,27.01,14.33,139.34,12.98,34.73,156.81,-18.34,1.01,166.23,-23.18,-4.31,135.50,-9.59,22.01,129.12,0.10,0.19,171.80,0.06,0.17,177.70,-0.12,17.42,188.41,-0.40,5.68,209.77
