"frame","seconds","leftfemurX","leftfemurY","leftfemurZ","rightfemurX","rightfemurY","rightfemurZ","waistX","waistY","waistZ","upperspineX","upperspineY","upperspineZ","rightshoulderX","rightshoulderY","rightshoulderZ","rightelbowX","rightelbowY","rightelbowZ","rightwristX","rightwristY","rightwristZ","leftshoulderX","leftshoulderY","leftshoulderZ","leftelbowX","leftelbowY","leftelbowZ","leftwristX","leftwristY","leftwristZ","neckX","neckY","neckZ","headbaseX","headbaseY","headbaseZ","sphnosetipX","sphnosetipY","sphnosetipZ","sphheadtopX","sphheadtopY","sphheadtopZ"
73,2.433,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.12,0.65,149.36,18.63,2.30,166.13,22.76,7.48,135.28,20.21,33.06,151.32,-18.14,2.01,166.04,-21.86,5.13,134.85,-19.30,32.78,146.98,0.26,1.73,171.76,0.25,2.05,177.66,-0.35,20.00,187.13,0.05,9.79,209.27
74,2.467,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.12,0.66,149.36,18.63,2.37,166.13,22.21,7.21,135.16,20.26,33.28,150.48,-18.14,2.01,166.03,-21.84,5.59,134.90,-20.78,32.87,148.04,0.26,1.76,171.76,0.25,2.09,177.66,-0.36,20.05,187.11,0.06,9.85,209.26
75,2.500,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.12,0.67,149.36,18.63,2.40,166.13,21.72,6.96,135.06,20.34,33.43,149.72,-18.14,2.02,166.03,-21.83,6.08,134.95,-22.07,32.85,149.15,0.26,1.78,171.76,0.25,2.10,177.66,-0.36,20.07,187.11,0.07,9.88,209.25
76,2.533,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.10,0.67,149.36,18.60,2.41,166.14,21.72,6.39,134.99,19.97,33.24,148.91,-18.16,2.02,166.02,-21.91,5.69,134.90,-21.99,32.63,148.77,0.24,1.78,171.76,0.22,2.11,177.66,-0.40,20.08,187.10,0.03,9.90,209.25
77,2.567,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.11,0.67,149.36,18.61,2.41,166.13,21.90,5.67,134.92,19.53,32.90,147.99,-18.15,2.02,166.02,-22.03,5.00,134.84,-21.49,32.35,147.86,0.25,1.78,171.76,0.23,2.11,177.66,-0.39,20.08,187.10,0.04,9.90,209.25
78,2.600,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.11,0.67,149.36,18.61,2.41,166.13,22.06,5.05,134.88,19.02,32.55,147.22,-18.15,2.02,166.02,-22.13,4.36,134.81,-20.98,32.04,147.09,0.25,1.78,171.76,0.24,2.11,177.66,-0.39,20.08,187.09,0.04,9.92,209.25
79,2.633,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.11,0.67,149.36,18.61,2.41,166.13,22.13,4.65,134.85,18.40,32.24,146.82,-18.15,2.01,166.02,-22.19,3.86,134.78,-20.42,31.68,146.66,0.25,1.78,171.76,0.24,2.11,177.66,-0.40,20.09,187.08,0.03,9.94,209.24
80,2.667,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.11,0.67,149.36,18.61,2.42,166.13,22.10,4.47,134.84,17.53,31.95,146.77,-18.15,2.00,166.03,-22.22,3.46,134.76,-19.75,31.26,146.56,0.25,1.78,171.76,0.24,2.11,177.66,-0.42,20.11,187.05,0.02,9.99,209.23
81,2.700,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.11,0.67,149.36,18.61,2.43,166.13,22.04,4.42,134.83,16.62,31.66,146.94,-18.15,2.00,166.03,-22.22,3.13,134.75,-19.07,30.81,146.68,0.25,1.78,171.76,0.24,2.12,177.66,-0.43,20.12,187.03,0.00,10.03,209.22
82,2.733,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.11,0.67,149.36,18.61,2.44,166.13,21.99,4.45,134.82,15.98,31.41,147.26,-18.15,1.99,166.03,-22.19,2.95,134.74,-18.56,30.45,146.95,0.25,1.78,171.76,0.24,2.12,177.66,-0.45,20.13,187.01,-0.01,10.06,209.21
83,2.767,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.11,0.67,149.36,18.62,2.45,166.13,22.02,4.50,134.83,15.90,31.25,147.67,-18.15,1.98,166.03,-22.10,2.96,134.74,-18.40,30.27,147.33,0.25,1.77,171.76,0.24,2.12,177.66,-0.47,20.15,186.98,-0.02,10.11,209.20
84,2.800,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.11,0.67,149.36,18.62,2.46,166.13,22.09,4.60,134.84,16.27,31.13,148.27,-18.15,1.96,166.03,-21.92,3.16,134.72,-18.48,30.23,147.88,0.25,1.77,171.76,0.24,2.13,177.66,-0.48,20.16,186.96,-0.03,10.15,209.19
85,2.833,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.10,0.67,149.36,18.61,2.48,166.14,22.18,4.75,134.86,16.84,31.04,148.95,-18.16,1.95,166.03,-21.70,3.46,134.71,-18.71,30.27,148.52,0.24,1.78,171.76,0.23,2.13,177.66,-0.51,20.17,186.94,-0.06,10.19,209.18
86,2.867,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.10,0.67,149.36,18.61,2.50,166.14,22.25,4.92,134.88,17.42,30.99,149.54,-18.16,1.94,166.03,-21.52,3.79,134.71,-18.97,30.33,149.10,0.24,1.78,171.76,0.23,2.13,177.66,-0.51,20.18,186.93,-0.06,10.21,209.18
87,2.900,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.10,0.67,149.36,18.61,2.51,166.14,22.28,5.09,134.90,17.78,31.03,149.89,-18.16,1.92,166.04,-21.44,4.06,134.73,-19.18,30.42,149.48,0.25,1.78,171.76,0.23,2.13,177.66,-0.50,20.18,186.93,-0.05,10.22,209.18
88,2.933,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.10,0.67,149.36,18.61,2.53,166.14,22.27,5.31,134.92,17.94,31.22,150.02,-18.16,1.90,166.04,-21.49,4.31,134.75,-19.39,30.58,149.69,0.25,1.77,171.76,0.23,2.13,177.66,-0.50,20.18,186.93,-0.05,10.21,209.18
89,2.967,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.11,0.67,149.36,18.61,2.55,166.14,22.24,5.57,134.93,18.03,31.52,150.01,-18.16,1.89,166.05,-21.62,4.57,134.79,-19.61,30.80,149.81,0.25,1.77,171.76,0.24,2.13,177.66,-0.51,20.18,186.93,-0.04,10.21,209.18
90,3.000,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.11,0.67,149.36,18.61,2.57,166.14,22.20,5.81,134.95,18.06,31.85,149.88,-18.16,1.87,166.05,-21.78,4.76,134.83,-19.83,31.02,149.81,0.25,1.77,171.76,0.24,2.13,177.66,-0.51,20.18,186.93,-0.04,10.21,209.18
91,3.033,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.11,0.67,149.36,18.61,2.59,166.14,22.17,5.95,134.96,18.07,32.13,149.64,-18.16,1.84,166.05,-21.93,4.82,134.86,-20.04,31.19,149.66,0.25,1.77,171.76,0.24,2.13,177.66,-0.52,20.17,186.93,-0.04,10.20,209.18
92,3.067,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.11,0.67,149.36,18.61,2.61,166.14,22.17,5.93,134.96,18.08,32.33,149.24,-18.16,1.82,166.06,-22.04,4.68,134.87,-20.25,31.25,149.32,0.26,1.77,171.76,0.24,2.12,177.66,-0.52,20.17,186.93,-0.03,10.20,209.18
93,3.100,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.10,0.67,149.36,18.61,2.64,166.14,22.19,5.76,134.94,18.09,32.51,148.57,-18.16,1.80,166.06,-22.15,4.33,134.86,-20.48,31.24,148.69,0.25,1.77,171.76,0.24,2.12,177.66,-0.53,20.17,186.93,-0.03,10.20,209.18
94,3.133,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.11,0.67,149.36,18.61,2.66,166.14,22.21,5.53,134.92,18.06,32.62,147.83,-18.16,1.78,166.07,-22.25,3.90,134.85,-20.68,31.16,147.97,0.26,1.77,171.76,0.25,2.12,177.66,-0.53,20.17,186.94,-0.01,10.19,209.18
95,3.167,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.11,0.67,149.36,18.61,2.68,166.14,22.21,5.31,134.90,17.96,32.67,147.20,-18.16,1.76,166.07,-22.30,3.51,134.84,-20.79,31.06,147.35,0.26,1.77,171.76,0.25,2.12,177.66,-0.53,20.16,186.94,-0.01,10.18,209.18
96,3.200,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.11,0.67,149.36,18.62,2.71,166.14,22.16,5.19,134.88,17.74,32.65,146.89,-18.16,1.73,166.08,-22.31,3.30,134.83,-20.74,30.99,147.03,0.27,1.77,171.76,0.26,2.12,177.66,-0.53,20.16,186.95,0.01,10.17,209.18
97,3.233,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.11,0.67,149.36,18.62,2.73,166.14,22.04,5.14,134.86,17.34,32.52,146.95,-18.16,1.71,166.08,-22.23,3.27,134.83,-20.44,30.94,147.04,0.27,1.77,171.76,0.26,2.12,177.66,-0.54,20.15,186.95,0.01,10.17,209.18
98,3.267,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.11,0.67,149.36,18.62,2.76,166.14,21.88,5.13,134.84,16.84,32.32,147.22,-18.15,1.68,166.09,-22.11,3.34,134.82,-19.99,30.89,147.25,0.27,1.76,171.76,0.27,2.11,177.66,-0.55,20.15,186.95,0.02,10.17,209.18
99,3.300,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.11,0.67,149.36,18.62,2.79,166.14,21.73,5.14,134.82,16.34,32.10,147.55,-18.15,1.65,166.09,-21.97,3.44,134.82,-19.53,30.84,147.52,0.27,1.76,171.76,0.27,2.11,177.66,-0.55,20.15,186.96,0.03,10.15,209.19
100,3.333,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.11,0.67,149.36,18.62,2.82,166.14,21.61,5.16,134.81,15.95,31.94,147.81,-18.15,1.63,166.10,-21.88,3.51,134.82,-19.20,30.79,147.72,0.27,1.76,171.76,0.27,2.11,177.66,-0.56,20.14,186.96,0.03,10.14,209.19
101,3.367,-12.77,-0.14,113.93,12.77,-0.13,113.90,0.02,0.11,130.96,0.11,0.67,149.36,18.62,2.84,166.14,21.55,5.21,134.80,15.74,31.91,147.90,-18.15,1.60,166.10,-21.84,3.54,134.82,-19.06,30.78,147.79,0.28,1.76,171.76,0.28,2.11,177.66,-0.56,20.14,186.96,0.05,10.14,209.19
102,3.400,-12.77,-0.14,113.92,12.77,-0.13,113.90,0.01,0.11,130.96,0.11,0.67,149.36,18.61,2.88,166.14,21.53,5.29,134.81,15.65,31.98,147.91,-18.16,1.57,166.11,-21.85,3.56,134.83,-19.09,30.80,147.80,0.27,1.76,171.76,0.27,2.11,177.66,-0.58,20.14,186.97,0.04,10.13,209.19
103,3.433,-12.77,-0.14,113.92,12.77,-0.13,113.90,0.01,0.11,130.96,0.11,0.67,149.36,18.62,2.90,166.14,21.53,5.39,134.82,15.63,32.09,147.88,-18.16,1.55,166.11,-21.87,3.57,134.84,-19.18,30.83,147.80,0.27,1.76,171.76,0.28,2.11,177.66,-0.58,20.13,186.97,0.06,10.12,209.20
104,3.467,-12.77,-0.14,113.92,12.77,-0.13,113.90,0.01,0.11,130.96,0.11,0.67,149.36,18.62,2.93,166.14,21.54,5.48,134.82,15.60,32.18,147.86,-18.16,1.52,166.12,-21.90,3.57,134.85,-19.26,30.85,147.78,0.28,1.76,171.76,0.28,2.11,177.66,-0.58,20.13,186.98,0.07,10.11,209.20
105,3.500,-12.77,-0.14,113.92,12.77,-0.13,113.90,0.01,0.11,130.96,0.11,0.67,149.36,18.62,2.96,166.14,21.54,5.51,134.82,15.55,32.20,147.86,-18.15,1.49,166.13,-21.91,3.54,134.86,-19.30,30.81,147.80,0.28,1.76,171.76,0.29,2.10,177.66,-0.58,20.12,186.99,0.08,10.09,209.20
106,3.533,-12.77,-0.14,113.92,12.77,-0.13,113.90,0.01,0.11,130.96,0.11,0.67,149.36,18.62,2.99,166.14,21.54,5.55,134.82,15.50,32.22,147.87,-18.15,1.46,166.13,-21.93,3.51,134.87,-19.35,30.78,147.80,0.28,1.76,171.76,0.29,2.10,177.66,-0.59,20.12,186.98,0.09,10.10,209.20
107,3.567,-12.77,-0.14,113.92,12.77,-0.13,113.90,0.01,0.11,130.96,0.11,0.67,149.36,18.62,3.02,166.14,21.55,5.58,134.82,15.45,32.24,147.87,-18.15,1.43,166.14,-21.95,3.47,134.88,-19.39,30.75,147.81,0.29,1.76,171.76,0.30,2.10,177.66,-0.58,20.10,187.01,0.12,10.06,209.21
108,3.600,-12.77,-0.14,113.92,12.77,-0.13,113.90,0.01,0.11,130.96,0.11,0.67,149.36,18.62,3.05,166.14,21.55,5.62,134.82,15.40,32.27,147.87,-18.15,1.40,166.15,-21.97,3.44,134.89,-19.43,30.72,147.83,0.29,1.76,171.76,0.31,2.10,177.66,-0.58,20.11,186.99,0.13,10.08,209.20
109,3.633,-12.77,-0.14,113.92,12.77,-0.13,113.90,0.01,0.11,130.96,0.11,0.67,149.36,18.62,3.08,166.14,21.55,5.66,134.82,15.35,32.29,147.87,-18.15,1.37,166.16,-21.99,3.41,134.90,-19.48,30.69,147.83,0.30,1.76,171.76,0.31,2.10,177.66,-0.59,20.10,187.00,0.14,10.06,209.21
110,3.667,-12.77,-0.14,113.92,12.77,-0.13,113.90,0.01,0.11,130.96,0.11,0.67,149.36,18.63,3.11,166.14,21.58,5.71,134.83,15.28,32.31,147.89,-18.14,1.34,166.16,-22.03,3.39,134.91,-19.50,30.67,147.85,0.30,1.76,171.76,0.32,2.09,177.66,-0.59,20.10,187.01,0.16,10.05,209.21
111,3.700,-12.77,-0.14,113.92,12.77,-0.13,113.90,0.01,0.11,130.96,0.11,0.67,149.36,18.63,3.14,166.14,21.76,5.86,134.86,15.10,32.33,148.01,-18.14,1.31,166.17,-22.20,3.49,134.95,-19.40,30.73,147.92,0.30,1.76,171.76,0.32,2.09,177.66,-0.59,20.09,187.01,0.17,10.04,209.21
112,3.733,-12.77,-0.14,113.92,12.77,-0.13,113.90,0.01,0.11,130.96,0.11,0.67,149.36,18.63,3.17,166.14,22.10,6.13,134.91,14.79,32.35,148.24,-18.14,1.27,166.18,-22.50,3.70,135.02,-19.15,30.86,148.03,0.31,1.75,171.76,0.33,2.09,177.66,-0.58,20.08,187.03,0.19,10.02,209.22
113,3.767,-12.77,-0.14,113.92,12.77,-0.13,113.90,0.01,0.11,130.96,0.11,0.67,149.36,18.63,3.20,166.14,22.55,6.51,135.00,14.39,32.35,148.55,-18.14,1.23,166.19,-22.89,4.03,135.12,-18.79,31.05,148.20,0.31,1.75,171.76,0.34,2.09,177.66,-0.59,20.09,187.02,0.20,10.03,209.22
114,3.800,-12.77,-0.14,113.92,12.77,-0.13,113.90,0.01,0.11,130.96,0.11,0.67,149.36,18.63,3.23,166.14,23.10,7.00,135.13,13.89,32.34,148.95,-18.14,1.19,166.20,-23.36,4.45,135.25,-18.33,31.28,148.40,0.31,1.75,171.76,0.34,2.09,177.66,-0.59,20.08,187.02,0.21,10.03,209.22
115,3.833,-12.77,-0.14,113.92,12.77,-0.13,113.90,0.01,0.11,130.96,0.12,0.67,149.36,18.63,3.26,166.14,23.69,7.59,135.29,13.33,32.32,149.41,-18.14,1.14,166.22,-23.88,4.98,135.43,-17.78,31.55,148.65,0.32,1.75,171.76,0.35,2.08,177.66,-0.59,20.07,187.04,0.24,9.99,209.22
116,3.867,-12.77,-0.14,113.92,12.77,-0.13,113.90,0.01,0.11,130.96,0.12,0.67,149.36,18.63,3.28,166.14,24.31,8.28,135.50,12.72,32.28,149.93,-18.14,1.09,166.23,-24.41,5.58,135.63,-17.18,31.83,148.92,0.32,1.75,171.76,0.35,2.08,177.66,-0.59,20.07,187.04,0.25,9.99,209.22
117,3.900,-12.77,-0.14,113.92,12.77,-0.13,113.90,0.01,0.11,130.96,0.12,0.67,149.36,18.64,3.31,166.14,24.91,9.05,135.75,12.07,32.21,150.47,-18.13,1.05,166.24,-24.94,6.25,135.87,-16.53,32.12,149.22,0.33,1.75,171.76,0.36,2.08,177.66,-0.58,20.07,187.04,0.27,9.99,209.22
118,3.933,-12.77,-0.14,113.92,12.77,-0.13,113.90,0.01,0.11,130.96,0.12,0.67,149.36,18.64,3.34,166.14,25.48,9.87,136.04,11.41,32.12,151.04,-18.13,1.00,166.26,-25.44,6.96,136.14,-15.86,32.40,149.54,0.33,1.75,171.76,0.37,2.08,177.66,-0.59,20.06,187.05,0.28,9.97,209.23
119,3.967,-12.77,-0.14,113.92,12.77,-0.13,113.90,0.01,0.11,130.96,0.12,0.67,149.36,18.64,3.37,166.14,25.98,10.72,136.34,10.75,32.02,151.60,-18.13,0.95,166.27,-25.89,7.69,136.43,-15.20,32.65,149.87,0.33,1.75,171.76,0.37,2.08,177.66,-0.59,20.06,187.05,0.30,9.97,209.23
120,4.000,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.11,130.96,0.12,0.67,149.36,18.64,3.40,166.14,26.41,11.55,136.67,10.13,31.90,152.13,-18.13,0.91,166.28,-26.30,8.39,136.73,-14.57,32.88,150.18,0.33,1.75,171.76,0.37,2.08,177.66,-0.59,20.06,187.05,0.31,9.96,209.23
121,4.033,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.11,130.96,0.12,0.67,149.36,18.64,3.42,166.15,26.76,12.34,136.98,9.55,31.77,152.62,-18.13,0.87,166.29,-26.63,9.05,137.02,-13.99,33.08,150.48,0.33,1.75,171.76,0.38,2.08,177.66,-0.59,20.05,187.06,0.32,9.96,209.23
122,4.067,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.11,130.96,0.12,0.67,149.36,18.64,3.45,166.15,27.03,13.02,137.27,9.05,31.64,153.03,-18.13,0.83,166.31,-26.89,9.61,137.29,-13.50,33.23,150.74,0.34,1.75,171.76,0.38,2.08,177.66,-0.59,20.05,187.06,0.34,9.95,209.23
123,4.100,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.11,130.96,0.12,0.67,149.36,18.64,3.47,166.15,27.22,13.58,137.51,8.66,31.54,153.36,-18.13,0.79,166.32,-27.09,10.05,137.51,-13.12,33.34,150.95,0.34,1.75,171.76,0.39,2.08,177.66,-0.58,20.05,187.06,0.36,9.95,209.23
124,4.133,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.11,130.96,0.12,0.67,149.36,18.64,3.49,166.15,27.33,13.96,137.67,8.39,31.47,153.57,-18.12,0.76,166.33,-27.22,10.33,137.67,-12.88,33.40,151.09,0.35,1.75,171.76,0.40,2.08,177.66,-0.58,20.04,187.07,0.38,9.94,209.24
125,4.167,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.11,130.96,0.12,0.67,149.36,18.64,3.52,166.15,27.36,14.12,137.73,8.27,31.44,153.65,-18.12,0.74,166.34,-27.28,10.41,137.73,-12.82,33.41,151.14,0.35,1.75,171.76,0.40,2.07,177.66,-0.58,20.04,187.07,0.39,9.93,209.24
126,4.200,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.11,130.96,0.12,0.67,149.36,18.65,3.53,166.15,27.43,14.06,137.73,8.40,31.51,153.58,-18.12,0.75,166.35,-27.30,10.42,137.74,-12.82,33.42,151.14,0.36,1.76,171.76,0.41,2.09,177.66,-0.56,20.06,187.06,0.42,9.96,209.23
127,4.233,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.11,130.96,0.12,0.68,149.36,18.65,3.54,166.15,27.64,13.88,137.72,8.81,31.66,153.45,-18.12,0.76,166.35,-27.31,10.42,137.75,-12.81,33.42,151.12,0.36,1.78,171.76,0.42,2.11,177.66,-0.55,20.08,187.06,0.43,9.99,209.23
128,4.267,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.12,130.96,0.12,0.68,149.36,18.66,3.55,166.15,27.87,13.62,137.70,9.34,31.85,153.27,-18.12,0.78,166.36,-27.33,10.42,137.76,-12.81,33.43,151.11,0.36,1.79,171.76,0.42,2.13,177.66,-0.54,20.10,187.05,0.45,10.02,209.22
129,4.300,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.12,130.96,0.12,0.69,149.36,18.67,3.57,166.15,27.98,13.50,137.68,9.61,32.08,153.03,-18.11,0.80,166.37,-27.34,10.43,137.77,-12.81,33.43,151.09,0.37,1.81,171.76,0.43,2.15,177.66,-0.52,20.13,187.04,0.48,10.06,209.22
130,4.333,-12.77,-0.14,113.92,12.77,-0.13,113.91,0.01,0.12,130.96,0.12,0.70,149.36,18.67,3.59,166.15,27.83,13.63,137.67,9.37,32.42,152.64,-18.11,0.82,166.37,-27.35,10.43,137.77,-12.80,33.44,151.08,0.37,1.83,171.76,0.44,2.17,177.65,-0.51,20.16,187.03,0.50,10.10,209.21
131,4.367,-12.77,-0.14,113.92,12.77,-0.13,113.91,0.01,0.12,130.96,0.12,0.70,149.36,18.67,3.60,166.15,27.43,13.99,137.67,8.62,32.87,152.08,-18.11,0.83,166.38,-27.36,10.44,137.78,-12.80,33.45,151.06,0.38,1.85,171.76,0.44,2.19,177.65,-0.50,20.18,187.02,0.51,10.13,209.21
132,4.400,-12.77,-0.14,113.92,12.77,-0.13,113.91,0.01,0.12,130.96,0.12,0.71,149.36,18.68,3.62,166.15,27.05,14.32,137.67,7.91,33.25,151.58,-18.11,0.85,166.38,-27.38,10.44,137.78,-12.80,33.45,151.05,0.38,1.87,171.76,0.45,2.21,177.65,-0.49,20.21,187.01,0.53,10.17,209.20
133,4.433,-12.77,-0.14,113.92,12.77,-0.13,113.91,0.01,0.12,130.96,0.13,0.72,149.36,18.69,3.63,166.15,26.99,14.39,137.66,7.81,33.43,151.36,-18.10,0.87,166.40,-27.39,10.44,137.80,-12.80,33.46,151.03,0.39,1.88,171.76,0.46,2.23,177.65,-0.47,20.24,187.00,0.57,10.21,209.20
134,4.467,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.12,130.96,0.12,0.74,149.36,18.68,3.67,166.15,27.26,14.17,137.65,8.34,33.45,151.40,-18.11,0.90,166.40,-27.42,10.45,137.79,-12.81,33.48,151.00,0.38,1.92,171.75,0.45,2.28,177.65,-0.48,20.29,186.98,0.56,10.29,209.19
135,4.500,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.12,130.96,0.12,0.74,149.36,18.69,3.67,166.15,27.61,13.90,137.66,9.02,33.35,151.60,-18.10,0.91,166.41,-27.43,10.45,137.81,-12.80,33.48,151.00,0.39,1.93,171.75,0.47,2.28,177.65,-0.46,20.30,186.98,0.59,10.29,209.19
136,4.533,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.12,130.96,0.12,0.74,149.36,18.69,3.68,166.15,27.76,13.82,137.68,9.32,33.27,151.80,-18.10,0.92,166.41,-27.44,10.45,137.81,-12.80,33.48,150.98,0.39,1.94,171.75,0.47,2.30,177.65,-0.45,20.32,186.97,0.60,10.33,209.18
137,4.567,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.13,130.96,0.12,0.75,149.36,18.70,3.70,166.15,27.66,14.04,137.71,9.08,33.22,152.04,-18.10,0.95,166.42,-27.45,10.45,137.81,-12.80,33.49,150.96,0.39,1.97,171.75,0.47,2.33,177.65,-0.44,20.36,186.95,0.62,10.38,209.17
138,4.600,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.13,130.96,0.12,0.75,149.36,18.70,3.71,166.15,27.46,14.38,137.78,8.65,33.15,152.33,-18.10,0.96,166.42,-27.47,10.45,137.82,-12.81,33.49,150.95,0.39,1.98,171.75,0.48,2.35,177.65,-0.44,20.38,186.94,0.63,10.41,209.17
139,4.633,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.13,130.96,0.12,0.76,149.36,18.70,3.72,166.15,27.31,14.63,137.82,8.33,33.09,152.56,-18.10,0.97,166.43,-27.48,10.46,137.83,-12.81,33.50,150.94,0.40,1.99,171.75,0.48,2.36,177.64,-0.42,20.39,186.94,0.65,10.43,209.17
140,4.667,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.13,130.96,0.14,0.77,149.36,18.73,3.73,166.14,27.38,14.61,137.81,8.45,33.04,152.64,-18.08,0.98,166.44,-27.49,10.46,137.85,-12.80,33.50,150.94,0.43,2.01,171.75,0.52,2.38,177.64,-0.38,20.41,186.93,0.71,10.46,209.16
141,4.700,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.13,130.96,0.14,0.77,149.36,18.73,3.74,166.14,27.63,14.36,137.78,8.90,32.99,152.61,-18.08,1.00,166.45,-27.51,10.46,137.87,-12.80,33.51,150.93,0.43,2.02,171.75,0.53,2.39,177.64,-0.37,20.43,186.92,0.74,10.49,209.16
142,4.733,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.13,130.96,0.14,0.77,149.36,18.73,3.75,166.14,27.84,14.12,137.76,9.30,32.98,152.54,-18.08,1.01,166.46,-27.52,10.46,137.87,-12.80,33.51,150.92,0.43,2.03,171.75,0.53,2.40,177.64,-0.37,20.45,186.92,0.74,10.51,209.16
143,4.767,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.13,130.96,0.14,0.78,149.36,18.73,3.76,166.14,27.81,14.15,137.76,9.25,33.02,152.51,-18.08,1.01,166.46,-27.53,10.47,137.87,-12.80,33.52,150.91,0.43,2.04,171.75,0.53,2.41,177.64,-0.36,20.46,186.91,0.75,10.53,209.15
144,4.800,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.13,130.96,0.14,0.78,149.36,18.73,3.76,166.15,27.46,14.55,137.80,8.59,33.16,152.49,-18.08,1.02,166.46,-27.54,10.47,137.88,-12.81,33.52,150.90,0.43,2.04,171.75,0.53,2.42,177.64,-0.36,20.47,186.91,0.76,10.54,209.15
145,4.833,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.13,130.96,0.14,0.78,149.36,18.75,3.77,166.14,27.07,14.96,137.83,7.88,33.29,152.46,-18.07,1.03,166.48,-27.56,10.47,137.90,-12.81,33.52,150.91,0.45,2.05,171.75,0.55,2.43,177.64,-0.33,20.48,186.90,0.81,10.56,209.15
146,4.867,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.00,0.13,130.96,0.13,0.79,149.36,18.74,3.78,166.15,26.95,15.10,137.86,7.65,33.33,152.46,-18.08,1.03,166.48,-27.58,10.47,137.90,-12.83,33.52,150.90,0.43,2.06,171.75,0.53,2.44,177.64,-0.35,20.49,186.90,0.79,10.57,209.15
147,4.900,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.00,0.13,130.96,0.13,0.79,149.36,18.74,3.78,166.15,26.95,15.10,137.86,7.65,33.33,152.46,-18.08,1.03,166.48,-27.58,10.47,137.90,-12.83,33.52,150.90,0.43,2.06,171.75,0.53,2.44,177.64,-0.35,20.49,186.90,0.79,10.57,209.15
