frame,seconds,leftfemurX,leftfemurY,leftfemurZ,rightfemurX,rightfemurY,rightfemurZ,waistX,waistY,waistZ,upperspineX,upperspineY,upperspineZ,rightshoulderX,rightshoulderY,rightshoulderZ,rightelbowX,rightelbowY,rightelbowZ,rightwristX,rightwristY,rightwristZ,leftshoulderX,leftshoulderY,leftshoulderZ,leftelbowX,leftelbowY,leftelbowZ,leftwristX,leftwristY,leftwristZ,neckX,neckY,neckZ,headbaseX,headbaseY,headbaseZ,sphnosetipX,sphnosetipY,sphnosetipZ,sphheadtopX,sphheadtopY,sphheadtopZ
72,2.4,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.12,130.96,0.12,0.74,149.36,18.64,2.05,166.13,26.52,10.65,136.81,9.31,29.06,153.64,-18.15,2.25,166.06,-26.01,12.35,137.22,-10.85,33.89,152.18,0.27,1.97,171.75,0.22,2.32,177.65,-0.34,20.29,187.09,-0.26,10.1,209.24
73,2.433,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.12,130.96,0.12,0.76,149.36,18.64,2.08,166.13,27.82,8.83,136.7,12.32,28.57,153.67,-18.15,2.29,166.06,-27.64,9.35,136.8,-13.91,31.59,152.14,0.27,2.01,171.75,0.22,2.37,177.65,-0.36,20.37,187.03,-0.26,10.25,209.21
74,2.467,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.13,130.96,0.12,0.78,149.36,18.64,2.12,166.13,28.81,6.96,136.65,15.02,27.83,153.75,-18.15,2.33,166.06,-28.82,6.32,136.63,-16.46,29.12,152.29,0.27,2.06,171.75,0.22,2.43,177.64,-0.39,20.46,186.98,-0.28,10.4,209.19
75,2.5,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.12,130.96,0.12,0.78,149.36,18.64,2.13,166.13,29.44,5.36,136.65,17.08,27.01,153.87,-18.15,2.34,166.06,-29.5,3.76,136.65,-18.25,26.94,152.59,0.27,2.07,171.75,0.22,2.45,177.64,-0.39,20.48,186.95,-0.28,10.46,209.18
76,2.533,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.13,130.96,0.1,0.79,149.36,18.62,2.15,166.14,29.72,4.37,136.68,18.25,26.45,153.97,-18.17,2.35,166.05,-29.8,2.17,136.71,-19.24,25.55,152.82,0.24,2.09,171.75,0.19,2.47,177.64,-0.42,20.52,186.93,-0.32,10.52,209.17
77,2.567,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.13,130.96,0.11,0.79,149.36,18.63,2.15,166.13,29.98,3.26,136.71,19.49,25.76,154.09,-18.16,2.35,166.05,-30,0.44,136.86,-20.16,24.01,153.16,0.25,2.09,171.75,0.21,2.47,177.64,-0.41,20.52,186.93,-0.3,10.52,209.17
78,2.6,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.13,130.96,0.11,0.78,149.36,18.63,2.14,166.13,30.03,2.97,136.72,19.81,25.56,154.13,-18.16,2.34,166.05,-30.04,-0.02,136.91,-20.38,23.59,153.27,0.25,2.07,171.75,0.21,2.45,177.64,-0.4,20.5,186.93,-0.29,10.5,209.17
79,2.633,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.13,130.96,0.11,0.78,149.36,18.63,2.14,166.13,29.99,3.21,136.71,19.55,25.71,154.11,-18.16,2.35,166.05,-30.01,0.36,136.87,-20.2,23.93,153.19,0.25,2.07,171.75,0.21,2.45,177.64,-0.4,20.5,186.93,-0.29,10.5,209.17
80,2.667,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.12,130.96,0.11,0.77,149.36,18.63,2.11,166.14,29.91,3.64,136.7,19.07,25.97,154.08,-18.16,2.32,166.06,-29.95,1.04,136.81,-19.84,24.52,153.08,0.25,2.04,171.75,0.21,2.41,177.64,-0.39,20.45,186.95,-0.29,10.44,209.18
81,2.7,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.12,130.96,0.11,0.76,149.36,18.63,2.1,166.14,29.82,4.03,136.69,18.64,26.2,154.04,-18.16,2.31,166.06,-29.88,1.65,136.76,-19.51,25.06,152.97,0.26,2.03,171.75,0.21,2.4,177.64,-0.37,20.44,186.95,-0.28,10.42,209.18
82,2.733,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.13,130.96,0.11,0.77,149.36,18.64,2.09,166.14,29.77,4.26,136.69,18.38,26.34,154.03,-18.16,2.31,166.06,-29.83,2.02,136.74,-19.3,25.38,152.91,0.26,2.02,171.75,0.21,2.39,177.64,-0.36,20.43,186.96,-0.27,10.4,209.18
83,2.767,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.12,130.96,0.11,0.75,149.36,18.64,2.06,166.14,29.75,4.33,136.69,18.29,26.36,154.04,-18.16,2.27,166.07,-29.82,2.14,136.74,-19.22,25.46,152.92,0.26,1.98,171.75,0.22,2.35,177.65,-0.35,20.38,186.97,-0.26,10.33,209.19
84,2.8,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.12,130.96,0.11,0.75,149.36,18.64,2.05,166.14,29.75,4.35,136.69,18.27,26.37,154.05,-18.16,2.27,166.07,-29.82,2.16,136.74,-19.21,25.48,152.93,0.26,1.98,171.75,0.22,2.34,177.65,-0.33,20.36,186.99,-0.25,10.3,209.2
85,2.833,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.12,130.96,0.1,0.74,149.36,18.63,2.03,166.15,29.75,4.37,136.7,18.25,26.37,154.08,-18.17,2.25,166.07,-29.83,2.19,136.74,-19.21,25.48,152.95,0.25,1.95,171.75,0.21,2.31,177.65,-0.33,20.32,187,-0.26,10.24,209.2
86,2.867,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.12,130.96,0.1,0.72,149.36,18.63,1.99,166.15,29.71,4.55,136.71,18.16,26.51,154.09,-18.17,2.21,166.07,-29.8,2.45,136.74,-19.11,25.68,152.99,0.25,1.91,171.76,0.21,2.26,177.65,-0.32,20.26,187.03,-0.25,10.16,209.21
87,2.9,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.12,130.96,0.11,0.71,149.36,18.64,1.97,166.15,29.64,4.91,136.72,17.98,26.82,154.09,-18.17,2.2,166.08,-29.75,2.96,136.73,-18.93,26.09,153.05,0.25,1.88,171.76,0.21,2.23,177.65,-0.3,20.22,187.05,-0.24,10.09,209.23
88,2.933,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.11,130.96,0.11,0.7,149.36,18.64,1.95,166.15,29.53,5.39,136.73,17.73,27.25,154.08,-18.17,2.18,166.08,-29.67,3.65,136.73,-18.67,26.64,153.12,0.26,1.86,171.76,0.21,2.2,177.65,-0.28,20.19,187.06,-0.23,10.04,209.23
89,2.967,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.11,130.96,0.11,0.69,149.36,18.64,1.93,166.15,29.39,5.97,136.76,17.42,27.75,154.09,-18.16,2.16,166.08,-29.55,4.48,136.75,-18.35,27.3,153.24,0.26,1.83,171.76,0.22,2.17,177.66,-0.26,20.15,187.07,-0.21,10,209.24
90,3,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.11,130.96,0.11,0.68,149.36,18.64,1.91,166.15,29.22,6.59,136.79,17.07,28.3,154.1,-18.16,2.14,166.09,-29.41,5.37,136.78,-17.99,28.01,153.37,0.26,1.81,171.76,0.22,2.14,177.66,-0.24,20.11,187.09,-0.2,9.93,209.25
91,3.033,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.11,130.96,0.11,0.67,149.36,18.64,1.88,166.16,29.04,7.22,136.84,16.71,28.85,154.12,-18.16,2.12,166.09,-29.24,6.28,136.84,-17.61,28.72,153.53,0.26,1.78,171.76,0.22,2.1,177.66,-0.22,20.07,187.11,-0.19,9.86,209.26
92,3.067,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.11,130.96,0.11,0.66,149.36,18.65,1.86,166.16,28.85,7.82,136.89,16.35,29.36,154.15,-18.16,2.1,166.1,-29.05,7.14,136.91,-17.22,29.4,153.71,0.27,1.75,171.76,0.23,2.07,177.66,-0.2,20.03,187.13,-0.17,9.8,209.27
93,3.1,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.11,130.96,0.11,0.66,149.36,18.65,1.85,166.16,28.67,8.35,136.95,16.01,29.82,154.18,-18.16,2.08,166.1,-28.88,7.89,136.99,-16.86,30,153.88,0.26,1.73,171.76,0.23,2.05,177.66,-0.2,20,187.14,-0.16,9.76,209.27
94,3.133,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.11,130.96,0.11,0.64,149.36,18.65,1.82,166.16,28.52,8.76,137,15.75,30.17,154.22,-18.16,2.06,166.11,-28.73,8.49,137.08,-16.56,30.46,154.03,0.27,1.7,171.76,0.24,2.02,177.66,-0.17,19.96,187.16,-0.14,9.71,209.28
95,3.167,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.11,130.96,0.11,0.63,149.36,18.65,1.79,166.16,28.41,9.66,137.2,15.67,30.57,155.05,-18.16,2.03,166.11,-28.64,9.44,137.29,-16.48,30.89,154.9,0.27,1.67,171.77,0.24,1.97,177.66,-0.16,19.9,187.19,-0.13,9.61,209.29
96,3.2,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.1,130.96,0.11,0.61,149.36,18.66,1.74,166.16,28.28,11.1,137.6,15.68,31.05,156.61,-18.15,1.99,166.12,-28.57,10.9,137.7,-16.47,31.39,156.46,0.28,1.61,171.77,0.25,1.9,177.67,-0.14,19.8,187.23,-0.1,9.46,209.31
97,3.233,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.1,130.96,0.11,0.58,149.37,18.67,1.68,166.17,28.13,12.8,138.19,15.7,31.54,158.49,-18.15,1.93,166.13,-28.47,12.62,138.29,-16.47,31.89,158.35,0.29,1.54,171.77,0.26,1.82,177.67,-0.13,19.7,187.28,-0.08,9.31,209.33
98,3.267,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.09,130.96,0.11,0.56,149.37,18.67,1.63,166.17,27.98,14.67,138.98,15.73,31.96,160.64,-18.14,1.89,166.14,-28.38,14.51,139.09,-16.48,32.33,160.51,0.29,1.48,171.77,0.26,1.75,177.67,-0.1,19.61,187.33,-0.06,9.15,209.36
99,3.3,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.09,130.96,0.11,0.54,149.37,18.67,1.58,166.18,27.84,16.59,139.97,15.79,32.24,162.95,-18.15,1.84,166.14,-28.29,16.45,140.07,-16.5,32.63,162.82,0.29,1.42,171.77,0.26,1.68,177.67,-0.11,19.51,187.38,-0.07,9,209.38
100,3.333,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.09,130.96,0.11,0.52,149.37,18.68,1.54,166.18,27.7,18.43,141.1,15.85,32.35,165.26,-18.14,1.78,166.15,-28.23,18.28,141.21,-16.55,32.73,165.15,0.29,1.36,171.78,0.27,1.6,177.68,-0.1,19.42,187.41,-0.04,8.87,209.39
101,3.367,-12.77,-0.14,113.93,12.77,-0.13,113.9,0.02,0.08,130.96,0.13,0.49,149.37,18.72,1.46,166.16,27.62,20.03,142.25,15.99,32.25,167.42,-18.1,1.72,166.18,-28.15,19.91,142.43,-16.55,32.65,167.35,0.34,1.28,171.78,0.32,1.51,177.68,-0.02,19.3,187.46,0.06,8.69,209.42
102,3.4,-12.77,-0.15,113.92,12.77,-0.13,113.9,0.01,0.08,130.96,0.12,0.47,149.37,18.69,1.43,166.17,27.52,21.36,143.36,16.03,32.06,169.27,-18.13,1.67,166.18,-28.14,21.21,143.5,-16.64,32.44,169.19,0.31,1.23,171.78,0.29,1.45,177.68,-0.06,19.21,187.52,0.02,8.53,209.44
103,3.433,-12.77,-0.15,113.93,12.77,-0.13,113.9,0.02,0.07,130.96,0.13,0.44,149.37,18.72,1.37,166.16,27.49,22.3,144.24,16.14,31.77,170.69,-18.1,1.61,166.2,-28.11,22.15,144.42,-16.65,32.14,170.63,0.34,1.16,171.78,0.33,1.36,177.68,0,19.1,187.56,0.09,8.37,209.46
104,3.467,-12.77,-0.15,113.92,12.77,-0.13,113.9,0.01,0.07,130.96,0.12,0.42,149.37,18.7,1.33,166.18,27.45,22.91,144.88,16.17,31.49,171.66,-18.12,1.57,166.2,-28.13,22.73,145.03,-16.72,31.82,171.58,0.32,1.11,171.78,0.31,1.3,177.69,-0.02,19.01,187.61,0.06,8.23,209.48
105,3.5,-12.77,-0.15,113.93,12.77,-0.13,113.9,0.02,0.07,130.96,0.13,0.39,149.37,18.72,1.27,166.17,27.45,23.12,145.14,16.23,31.18,172.11,-18.1,1.51,166.21,-28.14,22.89,145.28,-16.74,31.45,172.02,0.34,1.04,171.78,0.34,1.22,177.69,0.02,18.91,187.65,0.11,8.09,209.49
106,3.533,-12.77,-0.15,113.92,12.77,-0.13,113.9,0.01,0.06,130.96,0.12,0.38,149.37,18.71,1.22,166.18,27.46,22.87,144.95,16.21,30.96,171.9,-18.12,1.47,166.21,-28.2,22.59,145.04,-16.78,31.15,171.77,0.33,0.98,171.79,0.32,1.15,177.69,0.01,18.81,187.7,0.1,7.93,209.52
107,3.567,-12.77,-0.15,113.93,12.77,-0.13,113.9,0.02,0.06,130.96,0.13,0.35,149.37,18.73,1.16,166.18,27.51,22.32,144.47,16.21,30.77,171.28,-18.1,1.42,166.23,-28.24,21.97,144.53,-16.77,30.87,171.13,0.35,0.92,171.79,0.35,1.07,177.69,0.04,18.72,187.74,0.14,7.79,209.53
108,3.6,-12.77,-0.15,113.92,12.77,-0.13,113.9,0.01,0.06,130.96,0.12,0.33,149.37,18.72,1.12,166.19,27.56,21.52,143.8,16.17,30.6,170.37,-18.11,1.38,166.23,-28.32,21.11,143.81,-16.8,30.59,170.18,0.34,0.86,171.79,0.33,1.01,177.69,0.03,18.64,187.76,0.13,7.68,209.54
109,3.633,-12.77,-0.15,113.92,12.77,-0.13,113.9,0.02,0.05,130.96,0.12,0.31,149.37,18.72,1.06,166.2,27.62,20.57,143.04,16.14,30.4,169.3,-18.11,1.34,166.23,-28.38,20.08,143.01,-16.8,30.28,169.09,0.34,0.81,171.79,0.33,0.94,177.69,0.04,18.55,187.79,0.14,7.56,209.55
110,3.667,-12.77,-0.15,113.92,12.77,-0.13,113.9,0.01,0.05,130.96,0.12,0.29,149.37,18.71,1.01,166.21,27.69,19.76,142.46,16.1,30.19,168.44,-18.12,1.3,166.23,-28.45,19.21,142.39,-16.82,29.98,168.21,0.33,0.75,171.79,0.32,0.87,177.7,0.04,18.46,187.85,0.13,7.39,209.58
111,3.7,-12.77,-0.15,113.92,12.77,-0.13,113.9,0.01,0.05,130.96,0.11,0.27,149.37,18.7,0.96,166.22,27.72,19.41,142.26,16.1,30.03,168.14,-18.14,1.28,166.23,-28.48,18.85,142.14,-16.82,29.78,167.88,0.31,0.71,171.79,0.31,0.82,177.7,0.03,18.4,187.87,0.12,7.3,209.58
112,3.733,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.05,130.96,0.11,0.26,149.37,18.69,0.92,166.23,27.74,19.35,142.26,16.09,29.97,168.14,-18.15,1.26,166.23,-28.48,18.81,142.12,-16.81,29.72,167.87,0.3,0.67,171.79,0.3,0.78,177.7,0.03,18.33,187.89,0.1,7.22,209.59
113,3.767,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.04,130.96,0.1,0.24,149.37,18.68,0.87,166.24,27.75,19.42,142.38,16.09,29.96,168.28,-18.16,1.23,166.23,-28.47,18.93,142.22,-16.79,29.75,168,0.29,0.62,171.79,0.28,0.72,177.7,0.01,18.27,187.92,0.08,7.13,209.6
114,3.8,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.04,130.96,0.1,0.22,149.37,18.67,0.82,166.26,27.77,19.51,142.51,16.09,29.95,168.44,-18.18,1.21,166.22,-28.45,19.08,142.33,-16.76,29.79,168.15,0.27,0.58,171.79,0.26,0.68,177.7,-0.01,18.21,187.94,0.06,7.05,209.61
115,3.833,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.04,130.96,0.08,0.21,149.37,18.65,0.79,166.27,27.78,19.55,142.6,16.07,29.93,168.54,-18.2,1.2,166.22,-28.46,19.17,142.39,-16.75,29.81,168.23,0.24,0.55,171.79,0.23,0.64,177.7,-0.03,18.16,187.95,0.02,6.97,209.62
116,3.867,-12.77,-0.15,113.92,12.77,-0.13,113.91,0,0.04,130.96,0.07,0.2,149.37,18.63,0.73,166.29,27.8,19.53,142.65,16.07,29.88,168.6,-18.22,1.18,166.21,-28.45,19.21,142.41,-16.73,29.79,168.27,0.22,0.51,171.79,0.21,0.59,177.7,-0.05,18.11,187.98,-0.02,6.89,209.62
117,3.9,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.03,130.96,0.08,0.18,149.37,18.63,0.68,166.3,27.84,19.49,142.69,16.09,29.83,168.63,-18.22,1.17,166.21,-28.43,19.23,142.42,-16.69,29.78,168.29,0.21,0.47,171.79,0.2,0.54,177.7,-0.05,18.04,188,-0.03,6.79,209.64
118,3.933,-12.77,-0.15,113.92,12.77,-0.13,113.91,0,0.03,130.96,0.07,0.17,149.37,18.61,0.63,166.32,27.71,19.24,142.52,15.89,30.02,168.25,-18.25,1.15,166.2,-28.29,19.01,142.2,-16.53,30.01,167.87,0.19,0.43,171.8,0.17,0.5,177.7,-0.08,17.98,188.02,-0.08,6.71,209.64
119,3.967,-12.77,-0.15,113.91,12.77,-0.13,113.92,0,0.03,130.96,0.04,0.16,149.37,18.56,0.61,166.35,27.38,18.68,142.03,15.4,30.57,167.2,-18.29,1.14,166.18,-27.97,18.45,141.63,-16.17,30.6,166.75,0.14,0.41,171.8,0.11,0.47,177.7,-0.15,17.94,188.04,-0.17,6.65,209.65
120,4,-12.77,-0.15,113.91,12.77,-0.13,113.92,-0.01,0.03,130.96,0.04,0.14,149.37,18.55,0.55,166.37,26.92,17.75,141.27,14.74,31.28,165.49,-18.31,1.13,166.18,-27.47,17.55,140.84,-15.55,31.41,165,0.12,0.36,171.8,0.1,0.42,177.7,-0.15,17.88,188.06,-0.18,6.56,209.66
121,4.033,-12.77,-0.15,113.91,12.77,-0.13,113.92,-0.01,0.03,130.96,0.02,0.14,149.37,18.52,0.51,166.4,26.33,16.5,140.34,13.85,32.07,163.14,-18.35,1.13,166.17,-26.88,16.26,139.82,-14.81,32.26,162.55,0.07,0.34,171.8,0.04,0.39,177.7,-0.23,17.85,188.07,-0.26,6.51,209.66
122,4.067,-12.77,-0.15,113.91,12.77,-0.13,113.92,-0.01,0.02,130.96,0.01,0.12,149.37,18.5,0.45,166.42,25.72,14.88,139.29,12.88,32.69,160.17,-18.37,1.12,166.16,-26.21,14.63,138.74,-13.91,32.97,159.48,0.05,0.3,171.8,0.02,0.35,177.7,-0.23,17.8,188.08,-0.3,6.45,209.66
123,4.1,-12.77,-0.15,113.9,12.77,-0.13,113.92,-0.01,0.02,130.96,0,0.1,149.37,18.48,0.41,166.44,25.09,12.93,138.24,11.83,33.02,156.64,-18.39,1.1,166.16,-25.55,12.62,137.67,-12.96,33.34,155.84,0.03,0.26,171.8,-0.01,0.3,177.7,-0.25,17.74,188.1,-0.34,6.37,209.67
124,4.133,-12.77,-0.15,113.9,12.77,-0.13,113.92,-0.01,0.02,130.96,-0.01,0.1,149.37,18.47,0.37,166.46,24.5,10.68,137.25,10.8,32.89,152.65,-18.41,1.1,166.16,-24.94,10.32,136.7,-12.02,33.23,151.73,0.01,0.23,171.8,-0.03,0.27,177.7,-0.28,17.7,188.12,-0.36,6.31,209.68
125,4.167,-12.77,-0.15,113.9,12.77,-0.13,113.92,-0.02,0.02,130.96,-0.02,0.08,149.37,18.44,0.31,166.48,23.99,8.18,136.43,9.85,32.17,148.38,-18.44,1.09,166.14,-24.39,7.77,135.88,-11.14,32.5,147.33,-0.03,0.19,171.8,-0.07,0.23,177.7,-0.33,17.66,188.11,-0.44,6.28,209.67
126,4.2,-12.77,-0.15,113.9,12.77,-0.13,113.92,-0.02,0.02,130.96,-0.02,0.07,149.37,18.44,0.25,166.5,23.6,5.52,135.81,9.1,30.83,144,-18.44,1.08,166.15,-23.95,5.09,135.34,-10.39,31.12,142.85,-0.04,0.16,171.8,-0.08,0.18,177.7,-0.31,17.59,188.16,-0.43,6.15,209.69
127,4.233,-12.77,-0.15,113.9,12.77,-0.13,113.92,-0.01,0.02,130.96,-0.02,0.06,149.37,18.42,0.21,166.51,23.3,2.83,135.44,8.52,28.93,139.73,-18.46,1.08,166.15,-23.62,2.36,135.04,-9.84,29.12,138.5,-0.05,0.13,171.8,-0.1,0.15,177.7,-0.32,17.56,188.15,-0.46,6.14,209.69
128,4.267,-12.77,-0.15,113.9,12.77,-0.13,113.93,-0.02,0.01,130.96,-0.05,0.03,149.37,18.38,0.14,166.56,23.13,0.19,135.36,8.18,26.54,135.8,-18.51,1.06,166.14,-23.44,-0.29,135,-9.53,26.62,134.49,-0.11,0.07,171.8,-0.16,0.08,177.7,-0.4,17.47,188.2,-0.56,5.98,209.7
129,4.3,-12.77,-0.15,113.9,12.77,-0.13,113.93,-0.02,0.01,130.96,-0.05,0.02,149.37,18.36,0.09,166.57,23.04,-2.24,135.45,8.04,23.9,132.32,-18.53,1.04,166.13,-23.32,-2.75,135.17,-9.41,23.84,130.99,-0.13,0.03,171.8,-0.19,0.03,177.7,-0.42,17.42,188.2,-0.6,5.93,209.7
