"frame","seconds","leftfemurX","leftfemurY","leftfemurZ","rightfemurX","rightfemurY","rightfemurZ","waistX","waistY","waistZ","upperspineX","upperspineY","upperspineZ","rightshoulderX","rightshoulderY","rightshoulderZ","rightelbowX","rightelbowY","rightelbowZ","rightwristX","rightwristY","rightwristZ","leftshoulderX","leftshoulderY","leftshoulderZ","leftelbowX","leftelbowY","leftelbowZ","leftwristX","leftwristY","leftwristZ","neckX","neckY","neckZ","headbaseX","headbaseY","headbaseZ","sphnosetipX","sphnosetipY","sphnosetipZ","sphheadtopX","sphheadtopY","sphheadtopZ"
71,2.367,-12.77,-0.14,113.91,12.77,-0.13,113.92,-0.01,0.10,130.96,-0.07,0.62,149.36,18.07,3.77,166.50,24.36,15.49,137.88,4.06,33.19,151.76,-18.61,0.23,165.96,-26.25,4.09,135.58,-12.18,28.63,146.44,-0.29,1.64,171.77,-0.43,1.97,177.66,-1.42,19.97,187.01,-1.56,9.88,209.21
72,2.400,-12.77,-0.14,113.91,12.77,-0.13,113.92,-0.01,0.10,130.96,-0.07,0.62,149.36,18.07,3.78,166.50,24.26,15.65,137.93,3.93,33.48,151.60,-18.62,0.22,165.95,-26.26,3.99,135.57,-12.06,28.50,146.33,-0.29,1.64,171.77,-0.44,1.98,177.66,-1.43,19.98,187.00,-1.57,9.90,209.20
73,2.433,-12.77,-0.14,113.91,12.77,-0.13,113.92,-0.01,0.10,130.96,-0.07,0.61,149.36,18.07,3.75,166.50,24.33,15.54,137.91,3.98,33.24,151.71,-18.62,0.23,165.95,-26.30,3.88,135.57,-12.07,28.32,146.44,-0.29,1.63,171.77,-0.44,1.96,177.66,-1.43,19.96,187.01,-1.57,9.87,209.21
74,2.467,-12.77,-0.14,113.91,12.77,-0.13,113.92,-0.01,0.10,130.96,-0.07,0.61,149.36,18.08,3.70,166.51,24.43,15.35,137.88,4.08,32.94,151.82,-18.62,0.25,165.95,-26.35,3.77,135.56,-12.06,28.11,146.58,-0.29,1.61,171.77,-0.44,1.93,177.66,-1.41,19.91,187.04,-1.56,9.79,209.22
75,2.500,-12.77,-0.14,113.91,12.77,-0.13,113.92,-0.01,0.10,130.96,-0.07,0.59,149.37,18.08,3.64,166.51,24.51,15.21,137.86,4.16,32.65,151.98,-18.62,0.25,165.95,-26.39,3.68,135.56,-12.05,27.92,146.71,-0.29,1.58,171.77,-0.43,1.89,177.66,-1.39,19.87,187.05,-1.55,9.73,209.23
76,2.533,-12.77,-0.14,113.90,12.77,-0.13,113.93,-0.02,0.10,130.96,-0.09,0.60,149.36,18.06,3.63,166.52,24.57,15.09,137.85,4.19,32.42,152.07,-18.64,0.27,165.94,-26.44,3.55,135.54,-12.08,27.74,146.80,-0.31,1.58,171.77,-0.46,1.90,177.66,-1.43,19.88,187.05,-1.59,9.74,209.23
77,2.567,-12.77,-0.14,113.90,12.77,-0.13,113.92,-0.01,0.10,130.96,-0.08,0.60,149.36,18.07,3.62,166.52,24.62,15.02,137.83,4.22,32.27,152.13,-18.63,0.28,165.95,-26.47,3.48,135.54,-12.09,27.63,146.86,-0.30,1.58,171.77,-0.45,1.89,177.66,-1.41,19.87,187.06,-1.57,9.72,209.23
78,2.600,-12.77,-0.14,113.90,12.77,-0.13,113.92,-0.01,0.10,130.96,-0.08,0.60,149.36,18.07,3.62,166.52,24.63,15.00,137.82,4.23,32.23,152.14,-18.63,0.28,165.95,-26.47,3.47,135.55,-12.09,27.61,146.88,-0.30,1.58,171.77,-0.45,1.89,177.66,-1.40,19.87,187.06,-1.56,9.72,209.23
79,2.633,-12.77,-0.14,113.90,12.77,-0.13,113.92,-0.01,0.10,130.96,-0.08,0.59,149.37,18.08,3.57,166.53,24.56,14.91,137.81,4.33,32.12,152.38,-18.64,0.33,165.96,-26.38,3.57,135.53,-11.99,27.62,147.07,-0.30,1.56,171.77,-0.44,1.87,177.66,-1.39,19.84,187.08,-1.55,9.67,209.24
80,2.667,-12.77,-0.14,113.90,12.77,-0.13,113.92,-0.01,0.09,130.96,-0.08,0.57,149.37,18.11,3.42,166.59,24.35,14.65,137.76,4.61,31.81,153.06,-18.65,0.47,165.98,-26.11,3.87,135.50,-11.73,27.65,147.58,-0.30,1.52,171.77,-0.44,1.82,177.67,-1.35,19.77,187.12,-1.53,9.55,209.26
81,2.700,-12.77,-0.14,113.90,12.77,-0.13,113.92,-0.01,0.09,130.96,-0.08,0.54,149.37,18.15,3.15,166.66,24.04,14.24,137.71,5.07,31.29,154.07,-18.67,0.68,166.01,-25.69,4.32,135.46,-11.32,27.67,148.35,-0.29,1.43,171.77,-0.43,1.72,177.67,-1.27,19.63,187.19,-1.49,9.33,209.29
82,2.733,-12.77,-0.14,113.90,12.77,-0.13,113.92,-0.01,0.09,130.96,-0.08,0.51,149.37,18.20,2.84,166.76,23.60,13.75,137.65,5.65,30.61,155.30,-18.69,0.97,166.05,-25.14,4.88,135.41,-10.80,27.67,149.32,-0.29,1.34,171.78,-0.43,1.60,177.67,-1.18,19.47,187.28,-1.44,9.07,209.33
83,2.767,-12.77,-0.14,113.90,12.77,-0.13,113.92,-0.01,0.07,130.96,-0.07,0.45,149.37,18.26,2.44,166.87,23.07,13.19,137.59,6.31,29.73,156.67,-18.70,1.25,166.11,-24.48,5.49,135.38,-10.23,27.60,150.41,-0.28,1.19,171.78,-0.42,1.42,177.68,-1.07,19.24,187.40,-1.38,8.69,209.38
84,2.800,-12.77,-0.14,113.90,12.77,-0.13,113.92,-0.01,0.07,130.96,-0.07,0.41,149.37,18.31,2.07,166.98,22.44,12.66,137.54,6.99,28.77,158.02,-18.71,1.59,166.17,-23.77,6.10,135.35,-9.66,27.49,151.51,-0.28,1.09,171.78,-0.41,1.30,177.68,-0.97,19.07,187.50,-1.33,8.41,209.43
85,2.833,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.06,130.96,-0.08,0.38,149.37,18.34,1.74,167.09,21.74,12.17,137.50,7.61,27.76,159.30,-18.72,1.90,166.22,-23.04,6.64,135.32,-9.16,27.32,152.57,-0.28,1.00,171.79,-0.42,1.18,177.69,-0.91,18.91,187.59,-1.31,8.14,209.46
86,2.867,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.06,130.96,-0.08,0.36,149.37,18.37,1.49,167.19,21.04,11.76,137.47,8.17,26.79,160.41,-18.71,2.21,166.28,-22.33,7.09,135.31,-8.73,27.13,153.52,-0.28,0.95,171.79,-0.41,1.13,177.69,-0.86,18.81,187.66,-1.28,7.96,209.49
87,2.900,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.06,130.96,-0.08,0.36,149.37,18.40,1.38,167.26,20.46,11.46,137.43,8.51,26.14,161.09,-18.71,2.43,166.33,-21.80,7.36,135.31,-8.49,26.89,154.26,-0.28,0.95,171.79,-0.41,1.12,177.69,-0.87,18.79,187.69,-1.27,7.91,209.50
88,2.933,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.06,130.96,-0.08,0.36,149.37,18.39,1.40,167.24,20.65,11.03,137.28,8.50,26.92,160.03,-18.71,2.46,166.34,-21.87,7.25,135.31,-8.44,26.32,154.65,-0.27,0.96,171.79,-0.41,1.13,177.69,-0.84,18.80,187.68,-1.26,7.92,209.50
89,2.967,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.06,130.96,-0.08,0.37,149.37,18.39,1.43,167.22,20.84,10.62,137.13,8.51,27.72,158.90,-18.71,2.49,166.36,-21.98,7.09,135.31,-8.41,25.68,155.02,-0.27,0.97,171.79,-0.40,1.14,177.69,-0.82,18.82,187.68,-1.24,7.95,209.50
90,3.000,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.06,130.96,-0.08,0.37,149.37,18.39,1.47,167.20,21.04,10.18,136.99,8.54,28.34,157.77,-18.71,2.52,166.38,-22.03,7.05,135.32,-8.39,25.18,155.41,-0.27,0.99,171.79,-0.40,1.17,177.69,-0.80,18.85,187.67,-1.23,7.99,209.49
91,3.033,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.06,130.96,-0.08,0.39,149.37,18.38,1.49,167.19,21.26,9.62,136.83,8.60,28.59,156.78,-18.71,2.57,166.39,-21.97,7.30,135.36,-8.36,24.97,155.88,-0.27,1.02,171.78,-0.40,1.20,177.69,-0.77,18.89,187.65,-1.21,8.05,209.49
92,3.067,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.06,130.96,-0.08,0.39,149.37,18.39,1.50,167.17,21.51,8.86,136.64,8.62,28.32,155.96,-18.72,2.59,166.42,-21.71,8.01,135.47,-8.34,25.17,156.56,-0.26,1.04,171.78,-0.39,1.22,177.69,-0.75,18.92,187.64,-1.20,8.09,209.48
93,3.100,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.07,130.96,-0.08,0.41,149.37,18.38,1.51,167.16,21.81,7.92,136.45,8.61,27.66,155.28,-18.72,2.62,166.44,-21.29,9.10,135.66,-8.31,25.67,157.45,-0.27,1.08,171.78,-0.39,1.27,177.69,-0.74,18.97,187.63,-1.19,8.16,209.48
94,3.133,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.07,130.96,-0.07,0.43,149.37,18.39,1.52,167.15,22.12,7.01,136.30,8.61,26.85,154.79,-18.73,2.66,166.46,-20.86,10.24,135.90,-8.30,26.32,158.30,-0.26,1.13,171.78,-0.38,1.32,177.68,-0.72,19.04,187.60,-1.17,8.26,209.47
95,3.167,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.07,130.96,-0.07,0.44,149.37,18.39,1.53,167.14,22.36,6.32,136.21,8.61,26.13,154.55,-18.73,2.69,166.47,-20.55,11.10,136.11,-8.30,26.97,158.83,-0.26,1.16,171.78,-0.38,1.36,177.68,-0.71,19.09,187.59,-1.16,8.33,209.46
96,3.200,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.08,130.96,-0.07,0.46,149.37,18.39,1.56,167.15,22.49,6.01,136.17,8.61,25.65,154.59,-18.72,2.74,166.46,-20.43,11.47,136.19,-8.28,27.63,158.76,-0.25,1.21,171.78,-0.37,1.41,177.68,-0.70,19.15,187.56,-1.14,8.42,209.45
97,3.233,-12.77,-0.14,113.90,12.77,-0.13,113.93,-0.02,0.08,130.96,-0.07,0.48,149.37,18.40,1.61,167.17,22.56,5.96,136.19,8.61,25.24,154.94,-18.71,2.83,166.43,-20.41,11.56,136.15,-8.27,28.49,158.15,-0.25,1.27,171.78,-0.37,1.48,177.68,-0.69,19.23,187.54,-1.13,8.53,209.44
98,3.267,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.08,130.96,-0.07,0.48,149.37,18.41,1.62,167.18,22.54,6.07,136.21,8.62,24.89,155.45,-18.69,2.88,166.40,-20.48,11.39,136.07,-8.27,29.27,157.27,-0.25,1.28,171.78,-0.37,1.50,177.68,-0.69,19.26,187.52,-1.12,8.57,209.43
99,3.300,-12.77,-0.14,113.90,12.77,-0.13,113.93,-0.02,0.09,130.96,-0.07,0.52,149.37,18.41,1.69,167.19,22.48,6.34,136.25,8.63,24.74,155.93,-18.68,2.97,166.37,-20.61,11.08,135.93,-8.30,29.80,156.33,-0.25,1.36,171.78,-0.36,1.60,177.68,-0.68,19.37,187.49,-1.11,8.72,209.42
100,3.333,-12.77,-0.14,113.90,12.77,-0.13,113.93,-0.02,0.09,130.96,-0.07,0.54,149.37,18.42,1.74,167.20,22.36,6.71,136.29,8.62,24.82,156.33,-18.68,3.02,166.35,-20.79,10.59,135.79,-8.30,29.81,155.61,-0.25,1.42,171.77,-0.36,1.66,177.67,-0.68,19.45,187.46,-1.10,8.83,209.41
101,3.367,-12.77,-0.14,113.90,12.77,-0.13,113.93,-0.02,0.09,130.96,-0.07,0.56,149.37,18.42,1.77,167.20,22.12,7.34,136.36,8.62,25.18,156.79,-18.67,3.03,166.34,-21.07,9.75,135.60,-8.29,29.30,154.91,-0.24,1.46,171.77,-0.35,1.70,177.67,-0.68,19.50,187.44,-1.08,8.91,209.40
102,3.400,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.09,130.96,-0.08,0.56,149.37,18.42,1.82,167.20,21.84,8.09,136.47,8.59,25.70,157.26,-18.68,3.01,166.34,-21.44,8.73,135.43,-8.31,28.48,154.29,-0.25,1.48,171.77,-0.36,1.74,177.67,-0.70,19.54,187.42,-1.10,8.97,209.39
103,3.433,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.10,130.96,-0.08,0.58,149.37,18.42,1.87,167.20,21.60,8.75,136.57,8.60,26.25,157.60,-18.68,3.03,166.34,-21.75,7.88,135.31,-8.31,27.68,153.88,-0.24,1.54,171.77,-0.35,1.80,177.67,-0.70,19.62,187.40,-1.08,9.07,209.38
104,3.467,-12.77,-0.14,113.90,12.77,-0.13,113.93,-0.02,0.11,130.96,-0.08,0.61,149.36,18.42,1.94,167.20,21.46,9.15,136.62,8.58,26.71,157.69,-18.68,3.06,166.35,-21.96,7.39,135.26,-8.33,27.13,153.77,-0.24,1.59,171.77,-0.35,1.86,177.67,-0.70,19.69,187.37,-1.07,9.18,209.37
105,3.500,-12.77,-0.14,113.90,12.77,-0.13,113.93,-0.02,0.11,130.96,-0.07,0.63,149.36,18.43,2.01,167.19,21.43,9.31,136.63,8.56,27.16,157.47,-18.68,3.09,166.36,-22.06,7.22,135.26,-8.35,26.69,153.99,-0.23,1.64,171.77,-0.34,1.91,177.67,-0.68,19.75,187.35,-1.05,9.26,209.36
106,3.533,-12.77,-0.14,113.90,12.77,-0.13,113.93,-0.02,0.11,130.96,-0.07,0.64,149.36,18.43,2.08,167.18,21.45,9.32,136.61,8.53,27.60,157.04,-18.69,3.13,166.38,-22.10,7.26,135.28,-8.38,26.32,154.42,-0.23,1.69,171.76,-0.34,1.97,177.66,-0.68,19.83,187.32,-1.04,9.37,209.34
107,3.567,-12.77,-0.14,113.90,12.77,-0.13,113.93,-0.02,0.11,130.96,-0.07,0.66,149.36,18.43,2.14,167.18,21.51,9.22,136.58,8.51,27.93,156.55,-18.69,3.15,166.40,-22.05,7.47,135.32,-8.40,26.07,154.95,-0.23,1.72,171.76,-0.33,2.01,177.66,-0.67,19.87,187.31,-1.02,9.43,209.34
108,3.600,-12.77,-0.14,113.90,12.77,-0.13,113.93,-0.02,0.11,130.96,-0.07,0.67,149.36,18.43,2.21,167.17,21.58,9.08,136.53,8.46,28.11,156.12,-18.69,3.16,166.42,-21.98,7.76,135.38,-8.43,26.00,155.43,-0.22,1.76,171.76,-0.32,2.05,177.66,-0.68,19.93,187.29,-1.01,9.51,209.33
109,3.633,-12.77,-0.14,113.90,12.77,-0.13,113.93,-0.02,0.11,130.96,-0.07,0.68,149.36,18.43,2.24,167.16,21.70,8.72,136.45,8.45,27.99,155.72,-18.70,3.18,166.45,-21.90,8.06,135.43,-8.43,26.08,155.73,-0.22,1.79,171.76,-0.32,2.09,177.66,-0.67,19.97,187.27,-0.99,9.57,209.32
110,3.667,-12.77,-0.14,113.90,12.77,-0.13,113.93,-0.02,0.12,130.96,-0.07,0.69,149.36,18.44,2.25,167.14,21.88,8.18,136.34,8.44,27.62,155.30,-18.70,3.20,166.47,-21.56,8.99,135.58,-8.37,26.53,156.47,-0.21,1.82,171.76,-0.31,2.12,177.66,-0.66,20.02,187.25,-0.97,9.64,209.31
111,3.700,-12.77,-0.14,113.90,12.77,-0.13,113.93,-0.02,0.12,130.96,-0.07,0.70,149.36,18.44,2.27,167.14,22.04,7.71,136.26,8.42,27.27,154.97,-18.71,3.22,166.50,-21.15,10.09,135.79,-8.30,27.14,157.29,-0.21,1.84,171.76,-0.31,2.15,177.66,-0.65,20.05,187.24,-0.96,9.68,209.31
112,3.733,-12.77,-0.14,113.90,12.77,-0.13,113.93,-0.02,0.12,130.96,-0.07,0.71,149.36,18.44,2.28,167.13,22.12,7.48,136.22,8.42,27.12,154.80,-18.70,3.23,166.51,-20.94,10.68,135.93,-8.26,27.44,157.75,-0.20,1.87,171.76,-0.30,2.18,177.65,-0.63,20.08,187.23,-0.93,9.72,209.30
113,3.767,-12.77,-0.14,113.90,12.77,-0.13,113.93,-0.02,0.12,130.96,-0.07,0.74,149.36,18.45,2.33,167.13,22.14,7.48,136.22,8.43,27.13,154.76,-18.70,3.29,166.51,-20.94,10.73,135.93,-8.26,27.48,157.76,-0.20,1.93,171.75,-0.29,2.25,177.65,-0.62,20.17,187.20,-0.92,9.85,209.29
114,3.800,-12.77,-0.14,113.90,12.77,-0.13,113.93,-0.02,0.12,130.96,-0.07,0.73,149.36,18.45,2.33,167.13,22.15,7.51,136.23,8.44,27.10,154.82,-18.70,3.29,166.52,-20.94,10.76,135.94,-8.26,27.45,157.83,-0.20,1.92,171.76,-0.29,2.24,177.65,-0.61,20.16,187.20,-0.90,9.83,209.29
115,3.833,-12.77,-0.14,113.90,12.77,-0.13,113.93,-0.02,0.12,130.96,-0.06,0.72,149.36,18.46,2.30,167.14,22.16,7.52,136.24,8.45,27.07,154.88,-18.70,3.26,166.53,-20.95,10.78,135.96,-8.26,27.41,157.88,-0.19,1.89,171.76,-0.28,2.20,177.65,-0.60,20.11,187.22,-0.88,9.76,209.30
116,3.867,-12.77,-0.14,113.90,12.77,-0.13,113.93,-0.02,0.12,130.96,-0.06,0.71,149.36,18.46,2.28,167.14,22.18,7.50,136.24,8.43,27.08,154.84,-18.70,3.25,166.54,-20.98,10.75,135.97,-8.24,27.42,157.83,-0.19,1.87,171.76,-0.27,2.18,177.66,-0.59,20.08,187.24,-0.86,9.71,209.30
117,3.900,-12.77,-0.14,113.90,12.77,-0.13,113.93,-0.02,0.11,130.96,-0.06,0.69,149.36,18.47,2.21,167.14,22.20,7.42,136.24,8.41,27.08,154.72,-18.69,3.19,166.55,-21.01,10.64,135.97,-8.20,27.44,157.69,-0.18,1.80,171.76,-0.27,2.09,177.66,-0.57,19.97,187.28,-0.84,9.57,209.32
118,3.933,-12.77,-0.14,113.90,12.77,-0.13,113.93,-0.02,0.11,130.96,-0.06,0.64,149.36,18.47,2.10,167.14,22.22,7.22,136.22,8.34,27.11,154.37,-18.69,3.08,166.55,-21.06,10.37,135.94,-8.12,27.52,157.30,-0.18,1.68,171.77,-0.26,1.96,177.66,-0.56,19.81,187.34,-0.82,9.33,209.35
119,3.967,-12.77,-0.14,113.90,12.77,-0.13,113.93,-0.02,0.10,130.96,-0.06,0.60,149.37,18.47,1.98,167.12,22.25,6.89,136.18,8.23,27.19,153.76,-18.68,2.96,166.55,-21.14,9.93,135.87,-8.00,27.69,156.61,-0.18,1.57,171.77,-0.25,1.83,177.67,-0.55,19.65,187.40,-0.80,9.10,209.38
120,4.000,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.10,130.96,-0.06,0.56,149.37,18.46,1.86,167.11,22.29,6.44,136.12,8.09,27.31,152.89,-18.68,2.84,166.54,-21.26,9.34,135.77,-7.87,27.91,155.62,-0.18,1.46,171.77,-0.25,1.70,177.67,-0.54,19.49,187.46,-0.79,8.87,209.41
121,4.033,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.09,130.96,-0.06,0.52,149.37,18.46,1.74,167.08,22.34,5.90,136.05,7.94,27.42,151.78,-18.67,2.71,166.52,-21.38,8.61,135.64,-7.72,28.15,154.34,-0.17,1.35,171.78,-0.25,1.57,177.68,-0.53,19.33,187.52,-0.77,8.64,209.44
122,4.067,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.08,130.96,-0.06,0.47,149.37,18.45,1.60,167.05,22.38,5.26,135.95,7.78,27.51,150.44,-18.66,2.58,166.50,-21.52,7.75,135.50,-7.58,28.37,152.79,-0.17,1.23,171.78,-0.24,1.44,177.68,-0.52,19.16,187.58,-0.76,8.41,209.46
123,4.100,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.07,130.96,-0.06,0.43,149.37,18.45,1.47,167.02,22.44,4.55,135.86,7.64,27.54,148.90,-18.65,2.44,166.48,-21.68,6.80,135.37,-7.47,28.53,150.99,-0.16,1.12,171.78,-0.23,1.31,177.69,-0.50,19.00,187.64,-0.73,8.18,209.49
124,4.133,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.07,130.96,-0.06,0.38,149.37,18.44,1.32,166.97,22.50,3.75,135.77,7.51,27.49,147.17,-18.64,2.29,166.45,-21.85,5.74,135.24,-7.40,28.57,148.96,-0.16,1.00,171.79,-0.23,1.17,177.69,-0.49,18.83,187.70,-0.71,7.94,209.52
125,4.167,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.06,130.96,-0.06,0.34,149.37,18.43,1.17,166.93,22.56,2.92,135.69,7.41,27.34,145.30,-18.63,2.15,166.42,-22.03,4.62,135.14,-7.39,28.48,146.75,-0.16,0.89,171.79,-0.22,1.04,177.69,-0.48,18.67,187.76,-0.69,7.70,209.54
126,4.200,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.05,130.96,-0.06,0.30,149.37,18.43,1.03,166.88,22.63,2.05,135.62,7.35,27.06,143.31,-18.61,2.01,166.39,-22.22,3.45,135.07,-7.45,28.21,144.39,-0.15,0.78,171.79,-0.21,0.91,177.70,-0.46,18.51,187.82,-0.66,7.48,209.56
127,4.233,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.05,130.96,-0.06,0.26,149.37,18.42,0.88,166.84,22.70,1.16,135.57,7.33,26.64,141.26,-18.60,1.86,166.35,-22.41,2.25,135.03,-7.58,27.75,141.93,-0.15,0.67,171.79,-0.20,0.78,177.70,-0.45,18.34,187.88,-0.65,7.24,209.59
128,4.267,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.04,130.96,-0.06,0.22,149.37,18.41,0.74,166.79,22.76,0.25,135.54,7.37,26.09,139.18,-18.59,1.71,166.31,-22.58,1.03,135.01,-7.78,27.09,139.45,-0.14,0.56,171.79,-0.20,0.65,177.70,-0.44,18.18,187.94,-0.63,7.01,209.61
129,4.300,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.03,130.96,-0.05,0.17,149.37,18.41,0.59,166.74,22.83,-0.64,135.52,7.45,25.42,137.13,-18.57,1.56,166.28,-22.76,-0.17,135.05,-8.06,26.25,137.00,-0.13,0.44,171.80,-0.19,0.51,177.70,-0.42,18.01,187.99,-0.60,6.77,209.63
130,4.333,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.02,130.96,-0.05,0.13,149.37,18.40,0.45,166.69,22.90,-1.49,135.52,7.58,24.64,135.15,-18.56,1.41,166.24,-22.94,-1.32,135.11,-8.39,25.25,134.65,-0.13,0.33,171.80,-0.18,0.38,177.70,-0.41,17.85,188.05,-0.58,6.54,209.65
131,4.367,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.02,130.96,-0.05,0.09,149.37,18.39,0.31,166.65,22.96,-2.32,135.54,7.74,23.78,133.28,-18.55,1.27,166.21,-23.10,-2.41,135.20,-8.77,24.14,132.44,-0.13,0.22,171.80,-0.18,0.25,177.70,-0.40,17.69,188.11,-0.57,6.31,209.67
132,4.400,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.01,130.96,-0.05,0.03,149.37,18.38,0.16,166.61,23.02,-3.08,135.56,7.93,22.88,131.58,-18.54,1.11,166.17,-23.25,-3.45,135.31,-9.19,22.95,130.43,-0.12,0.08,171.80,-0.17,0.09,177.70,-0.39,17.49,188.17,-0.55,6.04,209.69
